Event.ID,Disease,Serotype,Region,Subregion,Country,Admin.level.1,Locality,Latitude,Longitude,Diagnosis.source,Diagnosis.status,Animal.type,Species,Observation.date..dd.mm.yyyy.,Report.date..dd.mm.yyyy.,Humans.affected,Human.deaths
328816,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Bretagne,PLOUHINEC,47.990968,-4.477751,OIE,Confirmed,Wild,Northern Gannet:morus Bassanus(Sulidae),25/07/2022,05/08/2022,,
328824,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Bretagne,CROZON,48.243001,-4.54362,OIE,Confirmed,Wild,Northern Gannet:morus Bassanus(Sulidae),25/07/2022,05/08/2022,,
328872,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,Germany,Schleswig-Holstein,Steinbergkirche,54.802,9.752,OIE,Confirmed,Wild,Laridae (Unidentified):Laridae (Incognita)(Laridae),25/07/2022,05/08/2022,,
328925,Influenza - Avian,H5N1 HPAI,Europe,Northern Europe,Sweden,Gotlands Laen,Vivesholm,57.4907,18.5024,OIE,Confirmed,Wild,Lesser Black-Backed Gull:larus Fuscus(Laridae),25/07/2022,04/08/2022,,
330973,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,Germany,Schleswig-Holstein,Helgoland,54.181,7.908,OIE,Confirmed,Wild,Sulids (Sulidae),25/07/2022,08/09/2022,,
328635,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,Belgium,Vlaams Gewest,Oostende,51.20077,2.85138,OIE,Confirmed,Wild,Herring Gull:larus Argentatus(Laridae),23/07/2022,03/08/2022,,
328638,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,Belgium,Vlaams Gewest,Oostende,51.19414,2.85005,OIE,Confirmed,Wild,Herring Gull:larus Argentatus(Laridae),23/07/2022,03/08/2022,,
328825,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Basse-Normandie,saint-pair-sur-mer,48.806625,-1.56935,OIE,Confirmed,Wild,Sandwich Tern,23/07/2022,05/08/2022,,
328110,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,Germany,Schleswig-Holstein,Gro?hansdorf,53.65,10.271,OIE,Confirmed,Wild,Anatidae (Incognita),22/07/2022,29/07/2022,,
328125,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Bretagne,lorient,47.730113,-3.369018,OIE,Confirmed,Wild,Herring Gull:larus Argentatus(Laridae),22/07/2022,01/08/2022,,
328639,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,Belgium,Vlaams Gewest,Knokke-Heist,51.350056,3.274628,OIE,Confirmed,Wild,Herring Gull:larus Argentatus(Laridae),22/07/2022,03/08/2022,,
328890,Influenza - Avian,H5N1 HPAI,Europe,Northern Europe,Sweden,Oestergoetlands Laen,Malmsl?tt,58.414574,15.507074,OIE,Confirmed,Wild,Goshawk,22/07/2022,08/08/2022,,
333359,Influenza - Avian,H5N1 HPAI,Europe,Northern Europe,Faroe Islands,Administrative unit not available,Sk?gvoy,61.7652,-6.8238,OIE,Confirmed,Wild,Arctic Skua (Or Parasitic Jaeger),22/07/2022,14/10/2022,,
335284,Influenza - Avian,H5N1 HPAI,Europe,Northern Europe,U.K. of Great Britain and Northern Ireland,Northern Ireland,Mid and East Antrim,54.74,-5.797,OIE,Confirmed,Wild,Common Murre (Uria Aalge) ,22/07/2022,04/11/2022,,
327857,Influenza - Avian,H5N1 HPAI,Europe,Eastern Europe,Russian Federation,Belgorodskaya Oblast,Chuzhikovo,51.204014,38.13299,OIE,Confirmed,Wild,Rock Dove,21/07/2022,28/07/2022,,
328054,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,Germany,Niedersachsen,Wilhelmshaven,53.511,8.105,OIE,Confirmed,Wild,Laridae (Unidentified):Laridae (Incognita)(Laridae),21/07/2022,29/07/2022,,
328111,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,Germany,Schleswig-Holstein,Kampen,54.965,8.353,OIE,Confirmed,Wild,Sulids (Sulidae),21/07/2022,29/07/2022,,
328112,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,Germany,Schleswig-Holstein,List,55.033,8.424,OIE,Confirmed,Wild,Laridae (Unidentified):Laridae (Incognita)(Laridae),21/07/2022,29/07/2022,,
328116,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,Germany,Schleswig-Holstein,Brunsb?ttel,53.9,9.129,OIE,Confirmed,Wild,Threskiornithidae (Unidentified):Threskiornithidae (Incognita)(Threskiornithidae),21/07/2022,29/07/2022,,
328124,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Bretagne,BEUZEC-CAP-SIZUN,48.075977,-4.552005,OIE,Confirmed,Wild,Northern Gannet:morus Bassanus(Sulidae),21/07/2022,01/08/2022,,
328637,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,Belgium,Vlaams Gewest,Oudenaarde,50.85247,3.648,OIE,Confirmed,Wild,Peregrin Falcon:falco Peregrinus(Falconidae),21/07/2022,03/08/2022,,
335174,Influenza - Avian,H5N1 HPAI,Europe,Northern Europe,U.K. of Great Britain and Northern Ireland,Northern Ireland,Newry  Mourne and Down,54.23,-5.9,OIE,Confirmed,Wild,Common Murre (Uria Aalge) ,21/07/2022,04/11/2022,,
335174,Influenza - Avian,H5N1 HPAI,Europe,Northern Europe,U.K. of Great Britain and Northern Ireland,Northern Ireland,Newry  Mourne and Down,54.23,-5.9,OIE,Confirmed,Wild,Laridae (Unidentified):Laridae (Incognita)(Laridae),21/07/2022,04/11/2022,,
335174,Influenza - Avian,H5N1 HPAI,Europe,Northern Europe,U.K. of Great Britain and Northern Ireland,Northern Ireland,Newry  Mourne and Down,54.23,-5.9,OIE,Confirmed,Wild,Northern Gannet:morus Bassanus(Sulidae),21/07/2022,04/11/2022,,
328636,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,Belgium,Vlaams Gewest,Bredene,51.248154,2.987766,OIE,Confirmed,Wild,Peregrin Falcon:falco Peregrinus(Falconidae),20/07/2022,03/08/2022,,
328790,Influenza - Avian,H5N1 HPAI,Europe,Northern Europe,Svalbard and Jan Mayen Islands,Administrative unit not available,Jan Mayen,70.9928,-8.2557,OIE,Confirmed,Wild,Great Skua (Stercorarius Skua),20/07/2022,04/08/2022,,
331816,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,Germany,Schleswig-Holstein,Friedrichskoog,54.057,8.686,OIE,Confirmed,Wild,Laridae (Unidentified):Laridae (Incognita)(Laridae),20/07/2022,16/09/2022,,
328113,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,Germany,Schleswig-Holstein,Munkbrarup,54.829,9.613,OIE,Confirmed,Wild,Laridae (Unidentified):Laridae (Incognita)(Laridae),19/07/2022,29/07/2022,,
328114,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,Germany,Schleswig-Holstein,Gl?cksburg (Ostsee),54.83,9.603,OIE,Confirmed,Wild,Anatidae (Incognita),19/07/2022,29/07/2022,,
328114,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,Germany,Schleswig-Holstein,Gl?cksburg (Ostsee),54.83,9.603,OIE,Confirmed,Wild,Laridae (Unidentified):Laridae (Incognita)(Laridae),19/07/2022,29/07/2022,,
328128,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Nord-Pas-de-Calais,GRAVELINES,51.012838,2.136937,OIE,Confirmed,Wild,Herring Gull:larus Argentatus(Laridae),19/07/2022,01/08/2022,,
328129,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Bretagne,etables-sur-mer,48.631187,-2.830508,OIE,Confirmed,Wild,Herring Gull:larus Argentatus(Laridae),19/07/2022,01/08/2022,,
328821,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Basse-Normandie,VIMONT,49.123477,-0.188748,OIE,Confirmed,Wild,Herring Gull:larus Argentatus(Laridae),19/07/2022,05/08/2022,,
335068,Influenza - Avian,H5N1 HPAI,Europe,Northern Europe,U.K. of Great Britain and Northern Ireland,Scotland,Keefa Hill  Orkney Islands,58.74,-3.06,OIE,Confirmed,Wild,Mew Gull (Larus Canus),19/07/2022,04/11/2022,,
335068,Influenza - Avian,H5N1 HPAI,Europe,Northern Europe,U.K. of Great Britain and Northern Ireland,Scotland,Keefa Hill  Orkney Islands,58.74,-3.06,OIE,Confirmed,Wild,Laridae (Unidentified):Laridae (Incognita)(Laridae),19/07/2022,04/11/2022,,
327568,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,Germany,Schleswig-Holstein,Helgoland,54.188,7.911,OIE,Confirmed,Wild,Sulids (Sulidae),18/07/2022,22/07/2022,,
328115,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,Germany,Schleswig-Holstein,Friedrichskoog,54.054,8.687,OIE,Confirmed,Wild,Laridae (Unidentified):Laridae (Incognita)(Laridae),18/07/2022,29/07/2022,,
328115,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,Germany,Schleswig-Holstein,Friedrichskoog,54.054,8.687,OIE,Confirmed,Wild,Anatidae (Incognita),18/07/2022,29/07/2022,,
328126,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Bretagne,saint-brieuc,48.513011,-2.766126,OIE,Confirmed,Wild,Herring Gull:larus Argentatus(Laridae),18/07/2022,01/08/2022,,
328742,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,Belgium,Vlaams Gewest,Heusden-Zolder,51.0161,5.25174,OIE,Confirmed,Wild,Eurasian Eagle-Owl:bubo Bubo(Strigidae),18/07/2022,04/08/2022,,
330023,Influenza - Avian,H5N1 HPAI,Europe,Northern Europe,Denmark,Storstroem,Mandemark,54.9718,12.5508,OIE,Confirmed,Wild,Peregrin Falcon:falco Peregrinus(Falconidae),17/07/2022,29/08/2022,,
327624,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Bretagne,SAINT-CAST-LE-GUILDO,48.61202,-2.239449,OIE,Confirmed,Wild,Northern Gannet:morus Bassanus(Sulidae),16/07/2022,22/07/2022,,
329356,Influenza - Avian,H5N1 HPAI,Europe,Northern Europe,Guernsey,Alderney,Alderney,49.72,-2.2,OIE,Confirmed,Wild,Northern Gannet:morus Bassanus(Sulidae),16/07/2022,12/08/2022,,
333780,Influenza - Avian,H5N1 HPAI,Europe,Northern Europe,Iceland,Austur-skaftafells,Hornafj?r?ur,64.302319,-15.226649,OIE,Confirmed,Wild,Arctic Tern (Sterna Paradisea),16/07/2022,19/10/2022,,
327445,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,Germany,Niedersachsen,Hamburg,53.928,8.496,OIE,Confirmed,Wild,Laridae (Unidentified):Laridae (Incognita)(Laridae),15/07/2022,22/07/2022,,
327915,Influenza - Avian,H5N1 HPAI,Europe,Northern Europe,Sweden,Vaestra Goetalands Laen,Uddevalla,58.1301,11.4456,OIE,Confirmed,Wild,Great Black-Backed Gull (Larus Marinus),15/07/2022,28/07/2022,,
328793,Influenza - Avian,H5N1 HPAI,Europe,Northern Europe,Sweden,Vaestra Goetalands Laen,Hamburgsund,58.509,11.28301,OIE,Confirmed,Wild,Northern Gannet:morus Bassanus(Sulidae),15/07/2022,04/08/2022,,
328924,Influenza - Avian,H5N1 HPAI,Europe,Northern Europe,Sweden,Vaestra Goetalands Laen,Hamburgsund,58.7166,11.3166,OIE,Confirmed,Wild,Greylag Goose:anser Anser(Anatidae),15/07/2022,04/08/2022,,
328926,Influenza - Avian,H5N1 HPAI,Europe,Northern Europe,Sweden,Gotlands Laen,Ekstakusten,57.4907,18.5024,OIE,Confirmed,Wild,Herring Gull:larus Argentatus(Laridae),15/07/2022,04/08/2022,,
335286,Influenza - Avian,H5N1 HPAI,Europe,Northern Europe,Isle of Man,Rushen,Isle of Man,54.1,-4.75,OIE,Confirmed,Wild,Common Murre (Uria Aalge) ,15/07/2022,11/11/2022,,
327308,Influenza - Avian,H5N1 HPAI,Europe,Eastern Europe,Poland,Pomorskie,Ustka,54.59047,16.883705,OIE,Confirmed,Wild,Common Murre (Uria Aalge) ,14/07/2022,19/07/2022,,
327574,Influenza - Avian,H5N1 HPAI,Europe,Northern Europe,U.K. of Great Britain and Northern Ireland,England,Spike Island  Bristol,51.44,-2.61,OIE,Confirmed,Wild,Herring Gull:larus Argentatus(Laridae),14/07/2022,22/07/2022,,
327623,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Nord-Pas-de-Calais,ARMENTIERES,50.694764,2.878858,OIE,Confirmed,Wild,Common Tern (Sterna Hirundo),14/07/2022,22/07/2022,,
328053,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,Germany,Niedersachsen,Hage,53.602,7.284,OIE,Confirmed,Wild,Sulids (Sulidae),14/07/2022,29/07/2022,,
328056,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,Germany,Niedersachsen,Norden,53.594,7.202,OIE,Confirmed,Wild,Sulids (Sulidae),14/07/2022,29/07/2022,,
328927,Influenza - Avian,H5N1 HPAI,Europe,Northern Europe,Sweden,Gotlands Laen,Tofta  Visby,57.4907,18.5024,OIE,Confirmed,Wild,Razorbill (Alca Torda):Alcidae-Charadriiformes,14/07/2022,04/08/2022,,
329357,Influenza - Avian,H5N1 HPAI,Europe,Northern Europe,Isle of Man,Peel,Isle of Man,54.22,-4.69,OIE,Confirmed,Wild,Peregrin Falcon:falco Peregrinus(Falconidae),14/07/2022,12/08/2022,,
335285,Influenza - Avian,H5N1 HPAI,Europe,Northern Europe,Isle of Man,Peel,Isle of Man,54.22,-4.69,OIE,Confirmed,Wild,Common Murre (Uria Aalge) ,14/07/2022,11/11/2022,,
335285,Influenza - Avian,H5N1 HPAI,Europe,Northern Europe,Isle of Man,Peel,Isle of Man,54.22,-4.69,OIE,Confirmed,Wild,Peregrin Falcon:falco Peregrinus(Falconidae),14/07/2022,11/11/2022,,
335285,Influenza - Avian,H5N1 HPAI,Europe,Northern Europe,Isle of Man,Peel,Isle of Man,54.22,-4.69,OIE,Confirmed,Wild,Charadriidae (Unidentified):Charadriidae (Incognita)(Charadriidae),14/07/2022,11/11/2022,,
327570,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,Germany,Schleswig-Holstein,Friedrichskoog,54.057,8.685,OIE,Confirmed,Wild,Threskiornithidae (Unidentified):Threskiornithidae (Incognita)(Threskiornithidae),13/07/2022,22/07/2022,,
327617,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,Germany,Schleswig-Holstein,Neufelderkoog,54.13,9.11,OIE,Confirmed,Wild,Laridae (Unidentified):Laridae (Incognita)(Laridae),13/07/2022,22/07/2022,,
329355,Influenza - Avian,H5N1 HPAI,Europe,Northern Europe,Guernsey,Vale,Guernsey,49.49,-2.56,OIE,Confirmed,Wild,Herring Gull:larus Argentatus(Laridae),13/07/2022,12/08/2022,,
329355,Influenza - Avian,H5N1 HPAI,Europe,Northern Europe,Guernsey,Vale,Guernsey,49.49,-2.56,OIE,Confirmed,Wild,Northern Gannet:morus Bassanus(Sulidae),13/07/2022,12/08/2022,,
329605,Influenza - Avian,H5N1 HPAI,Europe,Northern Europe,Guernsey,Vale,Guernsey,49.49,-2.56,OIE,Confirmed,Wild,Crow,13/07/2022,19/08/2022,,
327306,Influenza - Avian,H5N1 HPAI,Europe,Northern Europe,Ireland,Monaghan,Greencastle,54.4,-7,OIE,Confirmed,Wild,Charadriidae (Unidentified):Charadriidae (Incognita)(Charadriidae),12/07/2022,15/07/2022,,
327310,Influenza - Avian,H5N1 HPAI,Europe,Northern Europe,Sweden,Gotlands Laen,Fr?jel,57.336113,18.191131,OIE,Confirmed,Wild,Charadriidae (Unidentified):Charadriidae (Incognita)(Charadriidae),12/07/2022,19/07/2022,,
327348,Influenza - Avian,H5N1 HPAI,Europe,Northern Europe,Norway,Nordland,S?mna,66.833333,14.666667,OIE,Confirmed,Wild,Northern Gannet:morus Bassanus(Sulidae),12/07/2022,21/07/2022,,
327572,Influenza - Avian,H5N1 HPAI,Europe,Northern Europe,U.K. of Great Britain and Northern Ireland,England,RSPB Rainham  Essex,51.48,0.22,OIE,Confirmed,Wild,Herring Gull:larus Argentatus(Laridae),12/07/2022,22/07/2022,,
327573,Influenza - Avian,H5N1 HPAI,Europe,Northern Europe,U.K. of Great Britain and Northern Ireland,England,Monk Hesledon  Durham,54.74,-1.27,OIE,Confirmed,Wild,Northern Gannet:morus Bassanus(Sulidae),12/07/2022,22/07/2022,,
327634,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Alsace,KINTZHEIM,48.256805,7.407062,OIE,Confirmed,Wild,Common Kestrel:falco Tinnunculus(Falconidae),12/07/2022,22/07/2022,,
327639,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Bretagne,langueux,48.51,-2.76,OIE,Confirmed,Wild,Herring Gull:larus Argentatus(Laridae),12/07/2022,22/07/2022,,
328877,Influenza - Avian,H5N1 HPAI,Europe,Northern Europe,U.K. of Great Britain and Northern Ireland,England,Monk Hesledon  Durham,54.74,-1.27,OIE,Confirmed,Wild,Black Guillemot (Cepphus Grylle):Alcidae-Charadriiformes,12/07/2022,05/08/2022,,
331158,Influenza - Avian,H5N1 HPAI,Europe,Northern Europe,U.K. of Great Britain and Northern Ireland,England,Monk Hesledon  Durham,54.74,-1.27,OIE,Confirmed,Wild,Black-Legged Kittiwake (Rissa Tridactyla):Laridae-Charadriiformes,12/07/2022,09/09/2022,,
327266,Influenza - Avian,H5N1 HPAI,Europe,Northern Europe,Guernsey,Saint Andrew,Guernsey,49.45,-2.583333,OIE,Confirmed,Wild,Herring Gull:larus Argentatus(Laridae),11/07/2022,14/07/2022,,
327575,Influenza - Avian,H5N1 HPAI,Europe,Northern Europe,U.K. of Great Britain and Northern Ireland,Scotland,Foula  Shetland,60.13,-2.08,OIE,Confirmed,Wild,Great Skua (Stercorarius Skua),11/07/2022,22/07/2022,,
327626,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Bretagne,LOUDEAC,48.167806,-2.752557,OIE,Confirmed,Wild,Herring Gull:larus Argentatus(Laridae),11/07/2022,22/07/2022,,
327627,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Bretagne,AUDIERNE,48.013624,-4.59193,OIE,Confirmed,Wild,Herring Gull:larus Argentatus(Laridae),11/07/2022,22/07/2022,,
327640,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Bretagne,PERROS-GUIREC,48.333333,-2.833333,OIE,Confirmed,Wild,Northern Gannet:morus Bassanus(Sulidae),11/07/2022,22/07/2022,,
328055,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,Germany,Niedersachsen,Wurster Nordseek?ste,53.798,8.562,OIE,Confirmed,Wild,Sulids (Sulidae),11/07/2022,29/07/2022,,
328130,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Basse-Normandie,LION-SUR-MER,49.310619,-0.334912,OIE,Confirmed,Wild,Mediterranean Gull ,11/07/2022,01/08/2022,,
330969,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,Germany,Hamburg,Hamburg,53.55,10,OIE,Confirmed,Wild,Sulids (Sulidae),11/07/2022,08/09/2022,,
328127,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Basse-Normandie,saint-laurent-sur-mer,49.366425,-0.86939,OIE,Confirmed,Wild,Northern Gannet:morus Bassanus(Sulidae),10/07/2022,01/08/2022,,
326829,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,Netherlands,Overijssel,De Schiphorst,52.67,6.259,OIE,Confirmed,Wild,Stork,08/07/2022,12/07/2022,,
326830,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,Netherlands,Friesland,Moddergat,53.4062,6.0699,OIE,Confirmed,Wild,Northern Gannet:morus Bassanus(Sulidae),08/07/2022,12/07/2022,,
326831,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,Netherlands,Groningen,Lauwersoog,53.3744,6.2544,OIE,Confirmed,Wild,Common Tern (Sterna Hirundo),08/07/2022,12/07/2022,,
326840,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,Netherlands,Noord-holland,Hoorn,52.638,5.069,OIE,Confirmed,Wild,Black-Necked Grebe (Podiceps Nigricollis):Podicipedidae-Procellariiformes,08/07/2022,12/07/2022,,
327098,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Bretagne,TRELEVERN,48.813963,-3.374111,OIE,Confirmed,Wild,Northern Gannet:morus Bassanus(Sulidae),08/07/2022,15/07/2022,,
327110,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,Netherlands,Zuid-holland,Hardinxveld-Giessendam,51.832,4.837,OIE,Confirmed,Wild,Canada Goose:branta Canadensis(Anatidae),08/07/2022,15/07/2022,,
327114,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,Netherlands,Overijssel,Genemuiden,52.6221,6.0108,OIE,Confirmed,Wild,Mute Swan:cygnus Olor(Anatidae),08/07/2022,15/07/2022,,
327313,Influenza - Avian,H5 HPAI,Europe,Western Europe,Belgium,Vlaams Gewest,Gent,51.043936,3.686147,OIE,Confirmed,Wild,Herring Gull:larus Argentatus(Laridae),08/07/2022,20/07/2022,,
326818,Influenza - Avian,H5N1 HPAI,Europe,Northern Europe,Svalbard and Jan Mayen Islands,Administrative unit not available,Hermansen Island  bird sanctuary,78.75,16,OIE,Confirmed,Wild,Great Skua (Stercorarius Skua),07/07/2022,13/07/2022,,
326819,Influenza - Avian,H5N5 HPAI,Europe,Northern Europe,Svalbard and Jan Mayen Islands,Administrative unit not available,Hermansen Island  bird sanctuary,78.75,16,OIE,Confirmed,Wild,Great Skua (Stercorarius Skua),07/07/2022,13/07/2022,,
327104,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Bretagne,PLEUBIAN,48.86613,-3.102942,OIE,Confirmed,Wild,Northern Gannet:morus Bassanus(Sulidae),07/07/2022,15/07/2022,,
327116,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,Belgium,Vlaams Gewest,Lummen,50.963416,5.150162,OIE,Confirmed,Wild,Barnacle Goose:branta Leucopsis(Anatidae),07/07/2022,18/07/2022,,
327347,Influenza - Avian,H5N1 HPAI,Europe,Northern Europe,Norway,Oestfold,Sarpsborg,59.31898,11.10835,OIE,Confirmed,Wild,Barnacle Goose:branta Leucopsis(Anatidae),07/07/2022,21/07/2022,,
327562,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,Germany,Niedersachsen,Wangerland,53.69,8,OIE,Confirmed,Wild,Laridae (Unidentified):Laridae (Incognita)(Laridae),07/07/2022,22/07/2022,,
327563,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,Germany,Niedersachsen,Wangerooge,53.789783,7.901984,OIE,Confirmed,Wild,Laridae (Unidentified):Laridae (Incognita)(Laridae),07/07/2022,22/07/2022,,
327631,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Basse-Normandie,PERRIERES,48.964558,-0.122453,OIE,Confirmed,Wild,Herring Gull:larus Argentatus(Laridae),07/07/2022,22/07/2022,,
327632,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Basse-Normandie,bricquebec-en-cotentin,49.471422,-1.63131,OIE,Confirmed,Wild,Herring Gull:larus Argentatus(Laridae),07/07/2022,22/07/2022,,
327642,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Picardie,saint-quentin-en-tourmont,49.9,2.3,OIE,Confirmed,Wild,Black Headed Gull (Chroicocephalus Ridibundus),07/07/2022,22/07/2022,,
327663,Influenza - Avian,H5N1 HPAI,Europe,Northern Europe,U.K. of Great Britain and Northern Ireland,Scotland,Glenmachrie  Argyll and Bute,55.72,-6.1936,OIE,Confirmed,Wild,Atlantic Puffin?(Fratercula Arctica),07/07/2022,22/07/2022,,
327663,Influenza - Avian,H5N1 HPAI,Europe,Northern Europe,U.K. of Great Britain and Northern Ireland,Scotland,Glenmachrie  Argyll and Bute,55.72,-6.1936,OIE,Confirmed,Wild,Northern Gannet:morus Bassanus(Sulidae),07/07/2022,22/07/2022,,
327663,Influenza - Avian,H5N1 HPAI,Europe,Northern Europe,U.K. of Great Britain and Northern Ireland,Scotland,Glenmachrie  Argyll and Bute,55.72,-6.1936,OIE,Confirmed,Wild,Razorbill (Alca Torda):Alcidae-Charadriiformes,07/07/2022,22/07/2022,,
327663,Influenza - Avian,H5N1 HPAI,Europe,Northern Europe,U.K. of Great Britain and Northern Ireland,Scotland,Glenmachrie  Argyll and Bute,55.72,-6.1936,OIE,Confirmed,Wild,Black Guillemot (Cepphus Grylle):Alcidae-Charadriiformes,07/07/2022,22/07/2022,,
335073,Influenza - Avian,H5N1 HPAI,Europe,Northern Europe,U.K. of Great Britain and Northern Ireland,Northern Ireland,Causeway Coast and Glens,55.29,-6.19,OIE,Confirmed,Wild,Northern Gannet:morus Bassanus(Sulidae),07/07/2022,04/11/2022,,
335073,Influenza - Avian,H5N1 HPAI,Europe,Northern Europe,U.K. of Great Britain and Northern Ireland,Northern Ireland,Causeway Coast and Glens,55.29,-6.19,OIE,Confirmed,Wild,Common Murre (Uria Aalge) ,07/07/2022,04/11/2022,,
326448,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,Germany,Mecklenburg-Vorpommern,Neuenkirchen,54.5,13.3,OIE,Confirmed,Wild,Laridae (Unidentified):Laridae (Incognita)(Laridae),06/07/2022,07/07/2022,,
327115,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,Netherlands,Noord-holland,Venhuizen,52.6692,5.18,OIE,Confirmed,Wild,Mute Swan:cygnus Olor(Anatidae),06/07/2022,15/07/2022,,
327569,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,Germany,Schleswig-Holstein,Hooge,54.57,8.54,OIE,Confirmed,Wild,Laridae (Unidentified):Laridae (Incognita)(Laridae),06/07/2022,22/07/2022,,
328137,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Picardie,cayeux-sur-mer,50.1714,1.48641,OIE,Confirmed,Wild,Black Headed Gull (Chroicocephalus Ridibundus),06/07/2022,01/08/2022,,
327103,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Picardie,clery-sur-somme,49.954589,2.892174,OIE,Confirmed,Wild,Mute Swan:cygnus Olor(Anatidae),05/07/2022,15/07/2022,,
327111,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,Netherlands,Overijssel,Genemuiden,52.639,6.007,OIE,Confirmed,Wild,Mute Swan:cygnus Olor(Anatidae),05/07/2022,15/07/2022,,
327629,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Basse-Normandie,cherbourg-en-cotentin,49.637853,-1.619556,OIE,Confirmed,Wild,Herring Gull:larus Argentatus(Laridae),05/07/2022,22/07/2022,,
327630,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Basse-Normandie,montebourg,49.488413,-1.381806,OIE,Confirmed,Wild,Herring Gull:larus Argentatus(Laridae),05/07/2022,22/07/2022,,
327641,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Bretagne,SAINT-VAAST-LA-HOUGUE,48.333333,-2.833333,OIE,Confirmed,Wild,Herring Gull:larus Argentatus(Laridae),05/07/2022,22/07/2022,,
328822,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Basse-Normandie,deauville,49.360496,0.085179,OIE,Confirmed,Wild,Herring Gull:larus Argentatus(Laridae),05/07/2022,05/08/2022,,
329603,Influenza - Avian,H5N1 HPAI,Europe,Northern Europe,U.K. of Great Britain and Northern Ireland,England,Crooklets  Cornwall,50.83,-4.55,OIE,Confirmed,Wild,Northern Gannet:morus Bassanus(Sulidae),05/07/2022,19/08/2022,,
326410,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,Germany,Niedersachsen,Wangerland,53.71,8.015,OIE,Confirmed,Wild,Laridae (Unidentified):Laridae (Incognita)(Laridae),04/07/2022,07/07/2022,,
