"anatinae","anserinae","ardeidae","arenaria_calidris","around_surf","aythyini","below_surf","cong","host_dist","laridae","migr","plant","scav","species_richness","vend","chicken_density_2010","duck_density_2010","elevation_diff","elevation_max","elevation_min","elevation_mode","isotherm_mean_q1","isotherm_mean_q2","isotherm_mean_q3","isotherm_mean_q4","isotherm_midday_days_below1_q1","isotherm_midday_days_below1_q2","isotherm_midday_days_below1_q3","isotherm_midday_days_below1_q4","mean_diff_second_quart","mean_prec_second_quart","mean_relative_humidity_q1","mean_relative_humidity_q2","mean_relative_humidity_q3","mean_relative_humidity_q4","mean_temp_q1","mean_temp_q2","mean_temp_q3","mean_temp_q4","ndvi_second_quart_2022","Water_bodies","Evergreen_Needleleaf_Forests","Evergreen_Broadleaf_Forests","Deciduous_Needleleaf_Forests","Deciduous_Broadleaf_Forests","Mixed_Forests","Closed_Shrublands","Open_Shrublands","Woody_Savannas","Savannas","Grasslands","Permanent_Wetlands","Croplands","Urban_and_Built.up_Lands","Cropland.Natural_Vegetation_Mosaics","Non.Vegetated_Lands","Unclassified","dist_to_coast_km","dist_to_water","y","ri"
279.087310791016,158.098815917969,16.089916229248,37.2056007385254,425.384613037109,7.73954343795776,53.2108345031738,1297.54760742188,2983.12133789062,171.720504760742,3989.51953125,495.496063232422,167.951370239258,131,78.1740036010742,13540.6630859375,64.5184326171875,29,137,108,110,530.693664550781,2035.50646972656,2988.86376953125,1479.60327148438,16,0,0,23,12.5462675094604,35.4384651184082,71.4584732055664,61.5792922973633,67.375129699707,84.9282608032227,-2.67473244667053,15.1255712509155,17.9457054138184,3.72123837471008,0.642208337783813,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,187.253570556641,0,0,"Poland"
8.82937812805176,0,0.880147874355316,0,14.8637619018555,0,3.90175795555115,353.77685546875,1758.70959472656,0,2333.45776367188,265.347991943359,178.47590637207,73,84.0729446411133,394.889068603516,57.5736846923828,532,800,268,684,1943.01818847656,2737.56103515625,3770.71899414062,2527.60961914062,0,0,0,0,11.1863584518433,97.5449295043945,60.2268028259277,42.9657402038574,33.8852615356445,67.5295715332031,7.2955174446106,14.6712484359741,21.3583946228027,10.6981983184814,0.466213375329971,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,162.344131469727,40000,0,"Portugal"
51.5881423950195,143.85986328125,0.520753562450409,0,148.909362792969,4.50114488601685,57.3269424438477,671.650756835938,2663.99609375,126.819984436035,3975.3291015625,472.114715576172,81.915283203125,75,163.695068359375,1807.45690917969,19.9511413574219,209,271,62,140,1210.0380859375,1892.953125,2836.33740234375,1528.50390625,0,0,0,3,9.34645462036133,51.5892868041992,76.4064331054688,66.2671432495117,67.3252563476562,83.7020263671875,2.75281572341919,10.9263172149658,14.2045249938965,7.00066137313843,0.752101540565491,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,45.0232543945312,31622.77734375,0,"United Kingdom"
50.3979644775391,0.983127892017365,29.0166301727295,0.00973670650273561,74.4635620117188,2.32335472106934,26.6732654571533,476.755584716797,2816.61938476562,23.5436553955078,3171.21215820312,489.38623046875,112.191818237305,92,144.371627807617,168120.875,12062.3818359375,83,160,77,98,2017.19421386719,2892.42163085938,3837.66357421875,2423.34887695312,0,0,0,0,10.930269241333,56.9980545043945,72.1001968383789,50.9949836730957,43.022087097168,75.0751724243164,6.01703023910522,15.6262645721436,20.2119026184082,9.84873676300049,0.642900228500366,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,90.2052154541016,44721.359375,0,"France"
163.258682250977,8.11874961853027,108.690406799316,6.69638776779175,291.634674072266,12.0392742156982,113.496124267578,1007.49822998047,2495.21142578125,7.82483625411987,3219.97143554688,293.400177001953,133.700759887695,92,102.948211669922,83046.03125,226.415344238281,141,403,262,362,1660.10107421875,2882.57861328125,3658.01123046875,2357.1240234375,0,0,0,1,8.60272121429443,64.0451278686523,48.1585540771484,47.7034454345703,42.372127532959,65.4496459960938,6.31472826004028,18.6599864959717,23.6536312103271,10.310601234436,0.624068140983582,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,59.9169235229492,94339.8125,0,"Italy"
73.3901824951172,17.7494258880615,7.20595359802246,1.8101133108139,126.384788513184,3.51031565666199,36.4430465698242,551.998962402344,2898.04443359375,77.7522354125977,3596.22143554688,259.935852050781,170.303817749023,116,84.5676116943359,7132.1630859375,5.43490171432495,384,623,239,267,608.335693359375,2137.19116210938,2948.36840820312,1649.126953125,16,2,0,12,11.6522541046143,56.0894775390625,62.2916564941406,54.2728538513184,58.6334991455078,79.4163208007812,-0.687934696674347,14.9351711273193,17.9486064910889,5.08397388458252,0.683058977127075,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,453.7138671875,70710.6796875,0,"Czech Republic"
78.8121795654297,174.454788208008,1.93745100498199,0,191.067565917969,11.7423028945923,74.2609710693359,717.817321777344,2937.10595703125,132.838317871094,3901.4306640625,530.899597167969,95.6643218994141,84,169.270248413086,2878.01879882812,77.0714416503906,212,223,11,13,1258.55236816406,1938.34350585938,2919.24926757812,1543.3623046875,0,0,0,5,8.79102039337158,53.3087921142578,77.0329971313477,66.5878067016602,69.4045562744141,84.4185028076172,3.60464715957642,11.6696262359619,14.5172138214111,7.55535411834717,0.769531965255737,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11.799054145813,10000,0,"United Kingdom"
76.3648834228516,0.537872791290283,54.3052711486816,0.236359968781471,97.8348083496094,0,34.0697555541992,627.124267578125,2752.771484375,12.9287891387939,3378.0986328125,235.828323364258,150.301498413086,85,77.0338592529297,155527.71875,413.258239746094,80,125,45,70,1598.89331054688,2920.11865234375,3593.10131835938,2403.30883789062,0,0,0,0,10.692379951477,61.4515419006348,57.6428489685059,56.9283294677734,54.3712043762207,68.3613662719727,4.84157085418701,19.7420463562012,23.8715629577637,9.72509956359863,0.53515613079071,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,44.3579521179199,50000,0,"Italy"
4.81450653076172,0.281185150146484,0.771527469158173,0,7.31260013580322,0,3.8231258392334,217.090423583984,1567.79284667969,2.16510081291199,2061.529296875,239.403274536133,58.4024276733398,75,51.6713790893555,333.933868408203,82.498405456543,371,405,34,98,2115.95581054688,3171.81518554688,4053.6005859375,2786.34521484375,0,0,0,0,9.4085865020752,57.5333824157715,58.5205345153809,47.2947845458984,39.2862014770508,67.0473022460938,8.65872955322266,18.320291519165,24.2091693878174,12.7001247406006,0.559197008609772,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,28.8221740722656,50000,0,"France"
75.3519058227539,7.90689849853516,0.038198433816433,0.278195947408676,236.752075195312,4.41014051437378,116.013816833496,579.7373046875,1100.49096679688,189.32177734375,1637.25622558594,298.810791015625,24.0635566711426,85,30.4903030395508,282.454437255859,35.6345863342285,94,172,78,78,316.654144287109,1483.21887207031,2549.494140625,622.949096679688,57,3,0,42,10.9687213897705,42.5095291137695,79.935905456543,61.2254905700684,70.6367111206055,87.9136505126953,-8.41785621643066,9.71563339233398,15.8677864074707,0.0734509006142616,0.499520808458328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,228.323806762695,0,0,"Finland"
