"anatinae","anserinae","ardeidae","arenaria_calidris","around_surf","aythyini","below_surf","cong","host_dist","laridae","migr","plant","scav","species_richness","vend","chicken_density_2010","duck_density_2010","elevation_diff","elevation_max","elevation_min","elevation_mode","isotherm_mean_q1","isotherm_mean_q2","isotherm_mean_q3","isotherm_mean_q4","isotherm_midday_days_below1_q1","isotherm_midday_days_below1_q2","isotherm_midday_days_below1_q3","isotherm_midday_days_below1_q4","mean_diff_fourth_quart","mean_prec_fourth_quart","mean_relative_humidity_q1","mean_relative_humidity_q2","mean_relative_humidity_q3","mean_relative_humidity_q4","mean_temp_q1","mean_temp_q2","mean_temp_q3","mean_temp_q4","ndvi_fourth_quart_2022","Water_bodies","Evergreen_Needleleaf_Forests","Evergreen_Broadleaf_Forests","Deciduous_Needleleaf_Forests","Deciduous_Broadleaf_Forests","Mixed_Forests","Closed_Shrublands","Open_Shrublands","Woody_Savannas","Savannas","Grasslands","Permanent_Wetlands","Croplands","Urban_and_Built.up_Lands","Cropland.Natural_Vegetation_Mosaics","Non.Vegetated_Lands","Unclassified","dist_to_coast_km","dist_to_water","y","ri"
3.97488617897034,0.00921011157333851,13.9477014541626,57.3537445068359,401.737518310547,0.673326671123505,449.492248535156,1377.30517578125,2994.04296875,1077.62756347656,3428.2587890625,375.476745605469,174.273941040039,96,260.894165039062,924.640625,297.232788085938,275,286,11,59,2766.6806640625,3666.8271484375,4574.29541015625,3464.67944335938,0,0,0,0,8.70077991485596,76.4955215454102,60.3766098022461,56.2559089660645,56.8751182556152,71.146842956543,11.6062097549438,16.9391860961914,22.0285663604736,14.9975776672363,0.542833805084229,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.64374685287476,60827.625,0,"Portugal"
0.5115647315979,0,0.157891124486923,0,0.919602572917938,0,0.927934885025024,148.221496582031,1115.20947265625,0,1647.06018066406,128.310241699219,108.463150024414,64,24.3154392242432,8145.896484375,4.74539947509766,264,1154,890,1002,1550.72631835938,2582.25561523438,3475.02001953125,2362.2939453125,0,0,0,0,11.7983560562134,46.3865737915039,55.7967109680176,47.4603157043457,40.7334022521973,57.9838752746582,4.85622787475586,14.1377086639404,21.5665702819824,8.42937564849854,0.485634386539459,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,55.7339897155762,80622.578125,0,"Spain"
18.2763977050781,37.1789436340332,0.703733265399933,0.105821929872036,86.2526931762695,9.25016593933105,33.7774772644043,376.631225585938,701.589782714844,9.70733165740967,946.161987304688,366.350067138672,21.4772338867188,64,28.1319255828857,338.133026123047,33.5583839416504,49,57,8,32,406.126312255859,1669.05114746094,2752.18359375,869.010864257812,42,0,0,37,5.25548505783081,49.2540130615234,76.6502456665039,52.7075157165527,61.7918701171875,85.5516662597656,-6.25607824325562,11.4350643157959,16.7593669891357,1.91288149356842,0.350399851799011,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20.9315528869629,30000,0,"Finland"
44.429801940918,2.40952134132385,38.2831878662109,10.800196647644,123.288215637207,1.40458798408508,80.8928070068359,441.629486083984,3231.95971679688,111.379623413086,3830.79931640625,469.297607421875,149.008361816406,98,77.2330322265625,1.6407961845398,85.2520217895508,111,118,7,9,2218.71044921875,3271.42602539062,4156.892578125,2896.78002929688,0,0,0,0,7.52846622467041,100.763870239258,60.3861885070801,49.7141647338867,40.8019218444824,66.8208465576172,9.43494415283203,19.1419219970703,25.0055656433105,13.4242076873779,0.460578322410583,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12.2509021759033,36055.51171875,0,"France"
0,0,0,0,0.0240022446960211,0,0.0960089787840843,0.512701869010925,56.6074447631836,0,280.053741455078,81.8083648681641,4.40090942382812,14,4.15293073654175,26.8292655944824,11.8331804275513,600,1200,600,880,174.090484619141,887.637268066406,1559.56848144531,427.534210205078,65,11,0,44,5.63508558273315,31.1597461700439,69.6739044189453,50.2709579467773,64.4574661254883,80.9635925292969,-8.07923603057861,5.978684425354,10.4532585144043,-2.67136287689209,0.368177741765976,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,103.947288513184,56568.54296875,0,"Norway"
7.99827289581299,0.303576409816742,3.49411606788635,3.14423871040344,67.0323257446289,2.0495662689209,53.0519943237305,250.096328735352,2068.55395507812,85.9688720703125,1647.33923339844,351.779327392578,56.5365295410156,88,72.8107070922852,103075.375,37.6000366210938,213,216,3,6,936.790222167969,2850.47998046875,3946.56713867188,2446.76513671875,7,0,0,0,7.39734125137329,101.099983215332,68.2703323364258,58.6944007873535,57.1372032165527,65.6059722900391,9.50436401367188,19.0424861907959,23.6213150024414,12.6085643768311,0.469992786645889,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4.75083637237549,44721.359375,0,"Turkey"
94.8618774414062,7.18723678588867,58.8078918457031,0.70098614692688,147.244140625,8.99398136138916,55.4448013305664,873.593017578125,4530.7421875,41.2476692199707,5759.67333984375,883.025329589844,177.854782104492,83,107.101303100586,2110.84985351562,379.65087890625,43,119,76,103,1943.82946777344,2878.10815429688,3775.87744140625,2352.42333984375,0,0,0,0,7.75508785247803,54.9376602172852,71.8527984619141,51.9203071594238,47.1091575622559,76.7866668701172,5.65427780151367,16.4715347290039,20.5051746368408,9.46383857727051,0.597278416156769,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,224.935729980469,76157.734375,0,"France"
8.81461048126221,0.332237005233765,6.92855453491211,0,12.9613103866577,0,4.61626243591309,159.134048461914,1529.65661621094,3.26130294799805,1924.44653320312,192.978225708008,74.0629043579102,62,113.942878723145,23465.955078125,1081.27673339844,108,341,233,282,653.253723144531,2221.52807617188,3105.50463867188,1752.65710449219,10,0,0,10,8.22006988525391,39.4418754577637,60.6573486328125,53.427921295166,60.2068138122559,75.3576965332031,-0.367125660181046,16.2564697265625,18.8593120574951,5.56781721115112,0.457750588655472,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,445.058258056641,101980.390625,0,"Poland"
16.1180572509766,5.96008682250977,2.74565362930298,0,16.6808643341064,0,4.84130001068115,87.8871994018555,912.5966796875,3.47799205780029,1137.54968261719,112.496452331543,46.1136016845703,71,50.6147651672363,16617.666015625,792.032348632812,135,314,179,273,701.860534667969,2519.583984375,3285.47534179688,1989.89013671875,11,0,0,3,8.88313388824463,49.257884979248,60.2200355529785,51.3201751708984,52.0483856201172,73.9037933349609,2.17950296401978,17.9362945556641,20.5293273925781,6.76884269714355,0.621356248855591,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,564.607727050781,130000,0,"Romania"
31.9448909759521,14.2440280914307,1.79528033733368,0,283.598419189453,45.1685447692871,136.10807800293,744.496398925781,4509.91845703125,498.724426269531,5299.2900390625,885.140502929688,181.357406616211,69,144.176635742188,12683.5986328125,33.9052200317383,94,145,51,85,1677.92956542969,2443.04345703125,3350.49291992188,1978.32165527344,0,0,0,1,6.02743053436279,65.9562683105469,74.1267929077148,58.5172691345215,54.8604278564453,81.3650436401367,5.42307615280151,13.4435386657715,17.3548164367676,8.8075590133667,0.650615453720093,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,23.1557197570801,80622.578125,0,"United Kingdom"
