"anatinae","anserinae","ardeidae","arenaria_calidris","around_surf","aythyini","below_surf","cong","host_dist","laridae","migr","plant","scav","species_richness","vend","chicken_density_2010","duck_density_2010","elevation_diff","elevation_max","elevation_min","elevation_mode","isotherm_mean_q1","isotherm_mean_q2","isotherm_mean_q3","isotherm_mean_q4","isotherm_midday_days_below1_q1","isotherm_midday_days_below1_q2","isotherm_midday_days_below1_q3","isotherm_midday_days_below1_q4","mean_diff_first_quart","mean_prec_first_quart","mean_relative_humidity_q1","mean_relative_humidity_q2","mean_relative_humidity_q3","mean_relative_humidity_q4","mean_temp_q1","mean_temp_q2","mean_temp_q3","mean_temp_q4","ndvi_first_quart_2022","Water_bodies","Evergreen_Needleleaf_Forests","Evergreen_Broadleaf_Forests","Deciduous_Needleleaf_Forests","Deciduous_Broadleaf_Forests","Mixed_Forests","Closed_Shrublands","Open_Shrublands","Woody_Savannas","Savannas","Grasslands","Permanent_Wetlands","Croplands","Urban_and_Built.up_Lands","Cropland.Natural_Vegetation_Mosaics","Non.Vegetated_Lands","Unclassified","dist_to_coast_km","dist_to_water","y","ri"
5.97560358047485,0,16.2976551055908,5.6345739364624,122.219551086426,0.00597162824124098,154.703842163086,532.807495117188,3045.72241210938,332.477111816406,4088.3955078125,386.716796875,68.7821197509766,75,161.549468994141,108142.34375,669.292297363281,210,257,47,182,2623.37524414062,3424.2216796875,4415.74267578125,3257.04174804688,0,0,0,0,7.47983121871948,130.308898925781,64.7443237304688,63.3034133911133,62.869701385498,76.4851989746094,11.026120185852,16.2930603027344,21.3035411834717,14.2574234008789,0.658710241317749,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11.9402132034302,70000,0,172
0.0157649703323841,0,0,0,0.687230885028839,0,0.518948674201965,165.776275634766,1866.1904296875,0,2266.88916015625,283.039306640625,144.250961303711,61,37.007999420166,23169.66015625,2.58011817932129,686,1329,643,748,1699.92712402344,2708.01416015625,3613.42358398438,2478.51123046875,0,0,0,0,10.9836082458496,92.9008178710938,53.9638938903809,40.4598731994629,30.8531227111816,49.6804733276367,6.35123014450073,15.1169605255127,23.1510047912598,10.0295333862305,0.347089648246765,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,27.2462959289551,180277.5625,0,206
5.06892871856689,0,10.2841243743896,9.45266819000244,783.815612792969,0,1629.65344238281,2875.97338867188,137174.296875,1378.2568359375,136954.4375,420.368347167969,13487.806640625,50,157.282699584961,18083.1015625,1.74509382247925,186,191,5,17,2528.00634765625,3628.92065429688,4500.1669921875,3340.44873046875,0,0,0,0,9.53954792022705,59.4905738830566,64.6876678466797,62.2118835449219,57.8498229980469,69.2518005371094,10.9695281982422,18.1802806854248,25.3231716156006,15.2389097213745,0.528742611408234,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.169898003339767,254950.96875,0,206
82.3967590332031,42.0201721191406,2.61359167098999,1.35254073143005,97.6578140258789,0.0413464158773422,20.1444702148438,547.368530273438,2996.00439453125,0,3407.68041992188,565.862915039062,262.612548828125,82,288.05712890625,29560.861328125,2.03427147865295,109,924,815,839,1516.32470703125,2381.12329101562,3356.82373046875,2092.27514648438,0,0,0,0,9.84303760528564,68.3451690673828,57.9465789794922,40.4173583984375,29.9687614440918,63.0187530517578,5.11270141601562,14.2501230239868,21.3501968383789,8.47024822235107,0.354488462209702,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,154.742416381836,143178.203125,0,206
369.398712158203,569.188049316406,50.4972991943359,15.9962558746338,511.675476074219,6.43506240844727,124.443069458008,1535.24719238281,6256.77197265625,115.251998901367,6263.47998046875,1070.76159667969,361.408813476562,98,357.812286376953,40900.69140625,1949.41137695312,29,107,78,86,1026.06677246094,2810.01025390625,3657.15747070312,2373.05395507812,5,0,0,0,8.58442115783691,51.6886978149414,56.7510261535645,48.2492065429688,45.4272766113281,67.0107421875,1.81318199634552,18.6661739349365,21.6826190948486,6.19167900085449,0.400615841150284,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,198.260269165039,90553.8515625,0,177
17.4187164306641,0,48.2260780334473,7.03047466278076,345.521118164062,0,288.973175048828,969.906677246094,3794.8701171875,428.817413330078,3525.19555664062,771.32666015625,52.3705406188965,81,140.141967773438,46974.6953125,3.15258979797363,84,114,30,35,2594.05981445312,3638.71215820312,4562.02197265625,3435.18188476562,0,0,0,0,12.1109294891357,41.6665191650391,55.818058013916,49.544864654541,46.8861656188965,57.7732124328613,12.161548614502,20.059700012207,27.1927089691162,15.6732587814331,0.402856886386871,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12.4564781188965,42426.40625,0,206
24.5473537445068,0.0758711770176888,8.75046157836914,194.624206542969,302.594787597656,0,100.198036193848,967.804321289062,3842.52807617188,465.856719970703,4929.9453125,472.616333007812,196.276947021484,86,137.662811279297,198495.03125,3185.61059570312,223,234,11,57,2071.16650390625,2790.38134765625,3808.34399414062,2355.67358398438,0,0,0,0,4.75643682479858,129.721954345703,77.1332473754883,67.1413726806641,65.1682281494141,79.4552688598633,7.02268028259277,14.5257863998413,18.1735744476318,11.1297302246094,0.694046854972839,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5.39842319488525,106301.4609375,0,73
274.858642578125,65.9356842041016,26.0724258422852,1.34892964363098,400.942626953125,31.3904323577881,250.994186401367,949.318481445312,3251.66381835938,332.676513671875,3266.75146484375,332.200927734375,195.1728515625,83,227.724945068359,41339.1875,2342.58178710938,73,161,88,90,438.855224609375,2282.78100585938,3187.79174804688,1563.96838378906,26,0,0,18,5.14359188079834,52.0415458679199,69.8752593994141,52.7614669799805,59.9478454589844,77.1727447509766,-2.67816948890686,16.9395160675049,19.7166080474854,3.09181666374207,0.258342206478119,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,405.954162597656,0,0,227
2.82059383392334,0,3.40657639503479,41.3820953369141,195.069412231445,0,217.229583740234,669.801513671875,2451.62133789062,572.756286621094,2783.91162109375,271.362854003906,89.6603546142578,64,148.440887451172,56594.11328125,5.2676510810852,489,506,17,105,2280.66088867188,3005.6708984375,4074.046875,2792.1103515625,0,0,0,0,7.74788665771484,315.409454345703,67.6918029785156,64.5324478149414,58.933219909668,75.5273132324219,9.31490993499756,15.6036405563354,20.5603313446045,12.3322343826294,0.631649672985077,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,14.5924854278564,10000,0,206
19.7766704559326,9.83635330200195,0.162132725119591,2.97777986526489,66.8301010131836,5.67966079711914,69.8052291870117,194.501617431641,455.387420654297,80.8808517456055,538.817993164062,90.7261047363281,29.2027816772461,51,18.1376953125,526.950988769531,0.459512650966644,285,287,2,7,1008.96502685547,1931.07983398438,2820.60766601562,1394.0048828125,0,0,0,7,3.71589946746826,120.163986206055,76.47705078125,68.8871536254883,73.3672637939453,82.3613510131836,0.494326740503311,11.2915802001953,15.4435214996338,6.64489698410034,0.489842444658279,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.95272970199585,53851.6484375,0,161
