"","observation.date","Species","Country","Serotype","source","flu","geometry","X","Y"
"2260",2022-12-21,"Barnacle Goose:branta Leucopsis(Anatidae)","Sweden","H5N1 HPAI","fao",1,c(4430715.82884993, 3851860.52168132),4430715.82884993,3851860.52168132
"2264",2022-12-21,"Barnacle Goose:branta Leucopsis(Anatidae)","Denmark","H5N1 HPAI","fao",1,c(4215599.42841138, 3661948.00729734),4215599.42841138,3661948.00729734
"2271",2022-12-20,"Teal","Italy","H5N1 HPAI","fao",1,c(4322680.7329578, 2490537.50202778),4322680.7329578,2490537.50202778
"2272",2022-12-20,"Greylag Goose:anser Anser(Anatidae)","France","H5N1 HPAI","fao",1,c(3697438.81459364, 2710330.18102908),3697438.81459364,2710330.18102908
"2273",2022-12-20,"Lesser Black-Backed Gull:larus Fuscus(Laridae)","U.K. of Great Britain and Northern Ireland","H5N1 HPAI","fao",1,c(3451188.88947695, 3719945.88510027),3451188.88947695,3719945.88510027
"2274",2022-12-20,"Buzzard","U.K. of Great Britain and Northern Ireland","H5N1 HPAI","fao",1,c(3427800.50605939, 3432357.81382987),3427800.50605939,3432357.81382987
"2275",2022-12-20,"Herring Gull:larus Argentatus(Laridae)","Sweden","H5N1 HPAI","fao",1,c(4591402.48849468, 3655289.08373057),4591402.48849468,3655289.08373057
"2277",2022-12-19,"Teal","Italy","H5N1 HPAI","fao",1,c(4331194.45474538, 2485634.3230108),4331194.45474538,2485634.3230108
"2278",2022-12-19,"Ardeidae (Unspecified)","Germany","H5N1 HPAI","fao",1,c(4329617.56044401, 3382487.04624097),4329617.56044401,3382487.04624097
"2279",2022-12-19,"Swan","Germany","H5N1 HPAI","fao",1,c(4329617.56044401, 3382487.04624097),4329617.56044401,3382487.04624097
"2280",2022-12-19,"Laridae (Unidentified):Laridae (Incognita)(Laridae)","Germany","H5N1 HPAI","fao",1,c(4329617.56044401, 3382487.04624097),4329617.56044401,3382487.04624097
"2281",2022-12-19,"Anatidae (Incognita)","Germany","H5N1 HPAI","fao",1,c(4329617.56044401, 3382487.04624097),4329617.56044401,3382487.04624097
"2282",2022-12-19,"Laridae (Unidentified):Laridae (Incognita)(Laridae)","Germany","H5N1 HPAI","fao",1,c(4280021.28884864, 3294305.71872643),4280021.28884864,3294305.71872643
"2285",2022-12-19,"Anatidae (Incognita)","Germany","H5N1 HPAI","fao",1,c(4329617.56044401, 3382487.04624097),4329617.56044401,3382487.04624097
"2291",2022-12-17,"Eurasian Wigeon:anas Penelope(Anatidae)","Denmark","H5N1 HPAI","fao",1,c(4211674.51682846, 3620925.607394),4211674.51682846,3620925.607394
"2299",2022-12-16,"Anatidae (Incognita)","Germany","H5N1 HPAI","fao",1,c(4135618.3900725, 3390511.14632236),4135618.3900725,3390511.14632236
"2301",2022-12-16,"Greylag Goose:anser Anser(Anatidae)","Denmark","H5N1 HPAI","fao",1,c(4648261.16059701, 3561477.76494559),4648261.16059701,3561477.76494559
"2302",2022-12-16,"Buzzard","Denmark","H5N1 HPAI","fao",1,c(4412712.84852618, 3523234.39319107),4412712.84852618,3523234.39319107
"2305",2022-12-16,"Cormorant","Germany","H5N1 HPAI","fao",1,c(4182859.57227876, 3455498.53800234),4182859.57227876,3455498.53800234
"2309",2022-12-15,"Herring Gull:larus Argentatus(Laridae)","U.K. of Great Britain and Northern Ireland","H5N1 HPAI","fao",1,c(3523474.49899222, 3728958.32057059),3523474.49899222,3728958.32057059
"2310",2022-12-15,"Mute Swan:cygnus Olor(Anatidae)","U.K. of Great Britain and Northern Ireland","H5N1 HPAI","fao",1,c(3589800.92306444, 3434010.54100503),3589800.92306444,3434010.54100503
"2311",2022-12-15,"Canada Goose:branta Canadensis(Anatidae)","U.K. of Great Britain and Northern Ireland","H5N1 HPAI","fao",1,c(3589800.92306444, 3434010.54100503),3589800.92306444,3434010.54100503
"2316",2022-12-14,"White Tailed Eagle (Haliaeetus Albicilla)","Norway","H5 HPAI","fao",1,c(4671393.07736081, 5192603.52988641),4671393.07736081,5192603.52988641
"2319",2022-12-13,"Swan","Poland","H5N1 HPAI","fao",1,c(4852057.92344717, 3529532.1618452),4852057.92344717,3529532.1618452
"2324",2022-12-12,"Rook","Hungary","H5N1 HPAI","fao",1,c(5191919.37011902, 2831573.85522093),5191919.37011902,2831573.85522093
"2327",2022-12-10,"Bean Goose (Anser Fabalis)","Poland","H5N1 HPAI","fao",1,c(4874097.28718413, 3128197.44699476),4874097.28718413,3128197.44699476
"2328",2022-12-10,"Bean Goose (Anser Fabalis)","Poland","H5N1 HPAI","fao",1,c(4875059.26100988, 3125165.92986556),4875059.26100988,3125165.92986556
"2333",2022-12-09,"Laridae (Unidentified):Laridae (Incognita)(Laridae)","U.K. of Great Britain and Northern Ireland","H5N1 HPAI","fao",1,c(3507481.89237094, 3757992.07490998),3507481.89237094,3757992.07490998
"2339",2022-12-08,"Mute Swan:cygnus Olor(Anatidae)","Switzerland","H5N1 HPAI","fao",1,c(4231783.34893127, 2562796.25669684),4231783.34893127,2562796.25669684
"2340",2022-12-08,"Black Headed Gull (Chroicocephalus Ridibundus)","Switzerland","H5N1 HPAI","fao",1,c(4244576.2805977, 2728901.19331884),4244576.2805977,2728901.19331884
"2341",2022-12-08,"Buzzard","U.K. of Great Britain and Northern Ireland","H5N1 HPAI","fao",1,c(3494117.5254755, 3256297.0413751),3494117.5254755,3256297.0413751
"2342",2022-12-08,"Laridae (Unidentified):Laridae (Incognita)(Laridae)","Germany","H5N1 HPAI","fao",1,c(4103912.96647837, 3392955.65233756),4103912.96647837,3392955.65233756
"2352",2022-12-07,"Mallard:anas Platyrhynchos(Anatidae)","Italy","H5N1 HPAI","fao",1,c(4500175.01772295, 2446456.63790351),4500175.01772295,2446456.63790351
"2364",2022-12-06,"Canada Goose:branta Canadensis(Anatidae)","U.K. of Great Britain and Northern Ireland","H5N1 HPAI","fao",1,c(3574750.64684339, 3436357.57591761),3574750.64684339,3436357.57591761
"2365",2022-12-06,"Greylag Goose:anser Anser(Anatidae)","U.K. of Great Britain and Northern Ireland","H5N1 HPAI","fao",1,c(3574750.64684339, 3436357.57591761),3574750.64684339,3436357.57591761
"2366",2022-12-06,"Canada Goose:branta Canadensis(Anatidae)","U.K. of Great Britain and Northern Ireland","H5N1 HPAI","fao",1,c(3575011.34694552, 3429544.42780024),3575011.34694552,3429544.42780024
"2367",2022-12-06,"Mute Swan:cygnus Olor(Anatidae)","U.K. of Great Britain and Northern Ireland","H5N1 HPAI","fao",1,c(3575011.34694552, 3429544.42780024),3575011.34694552,3429544.42780024
"2368",2022-12-06,"Mute Swan:cygnus Olor(Anatidae)","U.K. of Great Britain and Northern Ireland","H5N1 HPAI","fao",1,c(3468325.21645779, 3416963.14872548),3468325.21645779,3416963.14872548
"2369",2022-12-06,"Anatidae (Incognita)","Germany","H5N1 HPAI","fao",1,c(4240742.97236021, 3340410.19194452),4240742.97236021,3340410.19194452
"2370",2022-12-06,"Swan","Germany","H5N1 HPAI","fao",1,c(4264854.10541321, 3399501.08758779),4264854.10541321,3399501.08758779
"2375",2022-12-05,"Mute Swan:cygnus Olor(Anatidae)","Italy","H5N1 HPAI","fao",1,c(4547906.69817626, 2196011.95932057),4547906.69817626,2196011.95932057
"2379",2022-12-05,"Mute Swan:cygnus Olor(Anatidae)","Romania","H5N1 HPAI","fao",1,c(5553902.13234789, 2783123.69000376),5553902.13234789,2783123.69000376
"2391",2022-12-05,"Greylag Goose:anser Anser(Anatidae)","Belgium","H5N1 HPAI","fao",1,c(3989545.35837589, 3104616.12981376),3989545.35837589,3104616.12981376
"2394",2022-12-05,"Greylag Goose:anser Anser(Anatidae)","U.K. of Great Britain and Northern Ireland","H5N1 HPAI","fao",1,c(3594090.17912453, 3206828.66583838),3594090.17912453,3206828.66583838
"2395",2022-12-05,"Canada Goose:branta Canadensis(Anatidae)","U.K. of Great Britain and Northern Ireland","H5N1 HPAI","fao",1,c(3594090.17912453, 3206828.66583838),3594090.17912453,3206828.66583838
"2396",2022-12-05,"Buzzard","U.K. of Great Britain and Northern Ireland","H5N1 HPAI","fao",1,c(3583194.15281158, 3199412.97229343),3583194.15281158,3199412.97229343
"2397",2022-12-05,"Laridae (Unidentified):Laridae (Incognita)(Laridae)","Germany","H5N1 HPAI","fao",1,c(4280021.28884864, 3294305.71872643),4280021.28884864,3294305.71872643
"2398",2022-12-05,"Yellow-Legged Gull ","Italy","H5N1 HPAI","fao",1,c(4464632.98979799, 2422218.54132195),4464632.98979799,2422218.54132195
"2402",2022-12-03,"Peregrin Falcon:falco Peregrinus(Falconidae)","U.K. of Great Britain and Northern Ireland","H5N1 HPAI","fao",1,c(3740352.80387853, 3343655.37573533),3740352.80387853,3343655.37573533
"2405",2022-12-03,"Eurasian Wigeon:anas Penelope(Anatidae)","Italy","H5N1 HPAI","fao",1,c(4512461.69952312, 2430734.18191527),4512461.69952312,2430734.18191527
"2409",2022-12-02,"Mute Swan:cygnus Olor(Anatidae)","France","H5N1 HPAI","fao",1,c(3914369.53462211, 2330243.55683368),3914369.53462211,2330243.55683368
"2410",2022-12-02,"Greylag Goose:anser Anser(Anatidae)","U.K. of Great Britain and Northern Ireland","H5N1 HPAI","fao",1,c(3569677.58510601, 3421355.59623313),3569677.58510601,3421355.59623313
"2411",2022-12-02,"Mute Swan:cygnus Olor(Anatidae)","U.K. of Great Britain and Northern Ireland","H5N1 HPAI","fao",1,c(3569677.58510601, 3421355.59623313),3569677.58510601,3421355.59623313
"2413",2022-12-02,"Anatidae (Incognita)","Germany","H5N1 HPAI","fao",1,c(4215929.65049032, 3368043.99339394),4215929.65049032,3368043.99339394
"2417",2022-12-01,"Mute Swan:cygnus Olor(Anatidae)","Poland","H5N1 HPAI","fao",1,c(4880098.47334643, 3399569.96905333),4880098.47334643,3399569.96905333
"2418",2022-12-01,"Eurasian Wigeon:anas Penelope(Anatidae)","Italy","H5N1 HPAI","fao",1,c(4503996.56059087, 2360470.39191246),4503996.56059087,2360470.39191246
"2419",2022-12-01,"Mute Swan:cygnus Olor(Anatidae)","Poland","H5N1 HPAI","fao",1,c(4880098.47334643, 3399569.96905333),4880098.47334643,3399569.96905333
"2420",2022-12-01,"Buzzard","U.K. of Great Britain and Northern Ireland","H5N1 HPAI","fao",1,c(3472199.44721907, 3162755.15406264),3472199.44721907,3162755.15406264
"2421",2022-12-01,"Mute Swan:cygnus Olor(Anatidae)","U.K. of Great Britain and Northern Ireland","H5N1 HPAI","fao",1,c(3626354.00316429, 3202246.60129483),3626354.00316429,3202246.60129483
"2422",2022-12-01,"Canada Goose:branta Canadensis(Anatidae)","U.K. of Great Britain and Northern Ireland","H5N1 HPAI","fao",1,c(3549439.76846933, 3461884.96022513),3549439.76846933,3461884.96022513
"2423",2022-12-01,"Mute Swan:cygnus Olor(Anatidae)","U.K. of Great Britain and Northern Ireland","H5N1 HPAI","fao",1,c(3588950.30576309, 3582001.27482056),3588950.30576309,3582001.27482056
"2424",2022-12-01,"Common Wood-Pigeon:columba Palumbus(Columbidae)","U.K. of Great Britain and Northern Ireland","H5N1 HPAI","fao",1,c(3584002.30143881, 3515042.67719193),3584002.30143881,3515042.67719193
"2425",2022-12-01,"Black Headed Gull (Chroicocephalus Ridibundus)","U.K. of Great Britain and Northern Ireland","H5N1 HPAI","fao",1,c(3596353.28595558, 3449922.00297866),3596353.28595558,3449922.00297866
"2426",2022-12-01,"Eurasian Sparrowhawk:accipiter Nisus(Accipitridae)","U.K. of Great Britain and Northern Ireland","H5N1 HPAI","fao",1,c(3629030.39626823, 3196252.38705476),3629030.39626823,3196252.38705476
"2427",2022-12-01,"Mute Swan:cygnus Olor(Anatidae)","U.K. of Great Britain and Northern Ireland","H5N1 HPAI","fao",1,c(3485431.55987836, 3212533.70547094),3485431.55987836,3212533.70547094
"2428",2022-12-01,"Canada Goose:branta Canadensis(Anatidae)","U.K. of Great Britain and Northern Ireland","H5N1 HPAI","fao",1,c(3626049.54404469, 3210163.13762172),3626049.54404469,3210163.13762172
"2433",2022-11-30,"Greylag Goose:anser Anser(Anatidae)","Belgium","H5N1 HPAI","fao",1,c(3878980.56074435, 3115685.59149086),3878980.56074435,3115685.59149086
"2434",2022-11-30,"Barnacle Goose:branta Leucopsis(Anatidae)","Belgium","H5N1 HPAI","fao",1,c(3843748.72596287, 3156858.55418856),3843748.72596287,3156858.55418856
"2435",2022-11-30,"Eurasian Sparrowhawk:accipiter Nisus(Accipitridae)","U.K. of Great Britain and Northern Ireland","H5N1 HPAI","fao",1,c(3465356.35062847, 3467381.00569904),3465356.35062847,3467381.00569904
"2436",2022-11-30,"Black Headed Gull (Chroicocephalus Ridibundus)","U.K. of Great Britain and Northern Ireland","H5N1 HPAI","fao",1,c(3501519.37464148, 3432636.2506327),3501519.37464148,3432636.2506327
"2437",2022-11-30,"Mute Swan:cygnus Olor(Anatidae)","U.K. of Great Britain and Northern Ireland","H5N1 HPAI","fao",1,c(3501519.37464148, 3432636.2506327),3501519.37464148,3432636.2506327
"2438",2022-11-30,"Canada Goose:branta Canadensis(Anatidae)","U.K. of Great Britain and Northern Ireland","H5N1 HPAI","fao",1,c(3501519.37464148, 3432636.2506327),3501519.37464148,3432636.2506327
"2439",2022-11-30,"Barn Owl (Tyto Alba)","U.K. of Great Britain and Northern Ireland","H5N1 HPAI","fao",1,c(3668525.52866755, 3149403.3975099),3668525.52866755,3149403.3975099
"2440",2022-11-30,"Greylag Goose:anser Anser(Anatidae)","U.K. of Great Britain and Northern Ireland","H5N1 HPAI","fao",1,c(3670379.73007257, 3291848.62161779),3670379.73007257,3291848.62161779
"2443",2022-11-30,"Red Fox","Belgium","HPAI","fao",1,c(3926637.91200895, 3102584.87632248),3926637.91200895,3102584.87632248
"2444",2022-11-29,"Mute Swan:cygnus Olor(Anatidae)","France","H5N1 HPAI","fao",1,c(3869185.41904267, 2525056.67727289),3869185.41904267,2525056.67727289
"2445",2022-11-29,"Great Egret (Ardea Alba)","Belgium","H5N1 HPAI","fao",1,c(3942951.09415581, 3043023.9048654),3942951.09415581,3043023.9048654
"2446",2022-11-29,"Canada Goose:branta Canadensis(Anatidae)","Belgium","H5N1 HPAI","fao",1,c(3884121.16029808, 3133976.23537031),3884121.16029808,3133976.23537031
"2447",2022-11-29,"Greater White-Fronted Goose (Anser Albifrons)","Belgium","H5N1 HPAI","fao",1,c(3818984.91448311, 3144075.99333415),3818984.91448311,3144075.99333415
"2448",2022-11-29,"Buzzard","U.K. of Great Britain and Northern Ireland","H5N1 HPAI","fao",1,c(3701503.75862828, 3272101.04690313),3701503.75862828,3272101.04690313
"2449",2022-11-29,"Barnacle Goose:branta Leucopsis(Anatidae)","U.K. of Great Britain and Northern Ireland","H5N1 HPAI","fao",1,c(3502979.75764859, 3704359.05811964),3502979.75764859,3704359.05811964
"2450",2022-11-29,"Herring Gull:larus Argentatus(Laridae)","U.K. of Great Britain and Northern Ireland","H5N1 HPAI","fao",1,c(3537373.61964144, 3729007.67247238),3537373.61964144,3729007.67247238
"2452",2022-11-29,"Laridae (Unidentified):Laridae (Incognita)(Laridae)","Germany","H5N1 HPAI","fao",1,c(4280021.28884864, 3294305.71872643),4280021.28884864,3294305.71872643
"2456",2022-11-29,"Red Fox","Belgium","H5N1 HPAI","fao",1,c(3926338.32728234, 3103490.86179833),3926338.32728234,3103490.86179833
"2457",2022-11-28,"Mute Swan:cygnus Olor(Anatidae)","Switzerland","H5N1 HPAI","fao",1,c(4228468.02062996, 2558407.12119182),4228468.02062996,2558407.12119182
"2458",2022-11-28,"Mallard:anas Platyrhynchos(Anatidae)","Cyprus","H5N1 HPAI","fao",1,c(6442636.01126224, 1661886.12729984),6442636.01126224,1661886.12729984
"2459",2022-11-28,"Mute Swan:cygnus Olor(Anatidae)","Romania","H5N1 HPAI","fao",1,c(5553983.03662131, 2783793.08133729),5553983.03662131,2783793.08133729
"2460",2022-11-28,"Egyptian Goose (Alopochen Aegyptiacus)","Belgium","H5N1 HPAI","fao",1,c(3940786.47209668, 3129747.24520764),3940786.47209668,3129747.24520764
"2461",2022-11-28,"Buzzard","U.K. of Great Britain and Northern Ireland","H5N1 HPAI","fao",1,c(3606804.23122328, 3487796.68789305),3606804.23122328,3487796.68789305
"2469",2022-11-27,"Mute Swan:cygnus Olor(Anatidae)","Romania","H5N1 HPAI","fao",1,c(5554379.03120166, 2783722.35893952),5554379.03120166,2783722.35893952
"2470",2022-11-27,"Mute Swan:cygnus Olor(Anatidae)","Romania","H5N1 HPAI","fao",1,c(5553902.13234789, 2783123.69000376),5553902.13234789,2783123.69000376
"2471",2022-11-27,"Anatidae (Incognita)","U.K. of Great Britain and Northern Ireland","H5N1 HPAI","fao",1,c(3621397.97030563, 3492354.52209009),3621397.97030563,3492354.52209009
"2472",2022-11-27,"Common Kestrel:falco Tinnunculus(Falconidae)","U.K. of Great Britain and Northern Ireland","H5N1 HPAI","fao",1,c(3443397.0357651, 3193713.68169091),3443397.0357651,3193713.68169091
"2473",2022-11-27,"Charadriidae (Unidentified):Charadriidae (Incognita)(Charadriidae)","Israel","H5N1 HPAI","fao",1,c(6694386.1868716, 1515812.86247596),6694386.1868716,1515812.86247596
"2478",2022-11-25,"Eurasian Wigeon:anas Penelope(Anatidae)","Italy","H5N1 HPAI","fao",1,c(4504557.89330107, 2431506.39923333),4504557.89330107,2431506.39923333
"2485",2022-11-23,"Mute Swan:cygnus Olor(Anatidae)","U.K. of Great Britain and Northern Ireland","H5N1 HPAI","fao",1,c(3584408.1432788, 3629048.81988195),3584408.1432788,3629048.81988195
"2491",2022-11-22,"Mute Swan:cygnus Olor(Anatidae)","Romania","H5N1 HPAI","fao",1,c(5554168.27792173, 2783834.81245197),5554168.27792173,2783834.81245197
"2492",2022-11-22,"Mute Swan:cygnus Olor(Anatidae)","Serbia","H5N1 HPAI","fao",1,c(5054599.66881474, 2495521.79255183),5054599.66881474,2495521.79255183
"2496",2022-11-21,"Mute Swan:cygnus Olor(Anatidae)","Slovenia","H5N1 HPAI","fao",1,c(4772942.56649847, 2606233.82927622),4772942.56649847,2606233.82927622
"2497",2022-11-21,"Buzzard","Ireland","H5N1 HPAI","fao",1,c(3158361.96341513, 3440755.18847314),3158361.96341513,3440755.18847314
"2498",2022-11-21,"Common Shelduck (Tadorna Tadorna)","France","H5N1 HPAI","fao",1,c(3364614.22546647, 2946554.98245771),3364614.22546647,2946554.98245771
"2509",2022-11-20,"Grey Heron:ardea Cinerea(Ardeidae)","Italy","H5N1 HPAI","fao",1,c(4394651.25535457, 2472414.96495095),4394651.25535457,2472414.96495095
"2519",2022-11-18,"Mute Swan:cygnus Olor(Anatidae)","Belgium","H5N1 HPAI","fao",1,c(3865347.12332378, 3118499.96509887),3865347.12332378,3118499.96509887
"2526",2022-11-17,"Unspecified Bird","Germany","H5N1 HPAI","fao",1,c(4547492.95699264, 3271609.2116547),4547492.95699264,3271609.2116547
"2527",2022-11-17,"Anatidae (Incognita)","Germany","H5N1 HPAI","fao",1,c(4485734.12749249, 3345437.35555646),4485734.12749249,3345437.35555646
"2530",2022-11-17,"Anatidae (Incognita)","Germany","H5N1 HPAI","fao",1,c(4144433.92293615, 3360108.8090528),4144433.92293615,3360108.8090528
"2531",2022-11-17,"Laridae (Unidentified):Laridae (Incognita)(Laridae)","Germany","H5N1 HPAI","fao",1,c(4289474.52367886, 3484966.16294126),4289474.52367886,3484966.16294126
"2532",2022-11-17,"Mute Swan:cygnus Olor(Anatidae)","Romania","H5N1 HPAI","fao",1,c(5554037.25542115, 2783793.87092075),5554037.25542115,2783793.87092075
"2534",2022-11-16,"Canada Goose:branta Canadensis(Anatidae)","Belgium","H5N1 HPAI","fao",1,c(3939879.68895149, 3075606.31139138),3939879.68895149,3075606.31139138
"2535",2022-11-16,"Canada Goose:branta Canadensis(Anatidae)","Belgium","H5N1 HPAI","fao",1,c(3966678.59748573, 3082828.85677895),3966678.59748573,3082828.85677895
"2536",2022-11-16,"Mute Swan:cygnus Olor(Anatidae)","France","H5N1 HPAI","fao",1,c(3690036.37330579, 2345504.38080452),3690036.37330579,2345504.38080452
"2537",2022-11-16,"Mute Swan:cygnus Olor(Anatidae)","France","H5N1 HPAI","fao",1,c(3577890.32090062, 2384708.53407729),3577890.32090062,2384708.53407729
"2540",2022-11-16,"Buzzard","Italy","H5N1 HPAI","fao",1,c(4211324.82501242, 2450040.54960438),4211324.82501242,2450040.54960438
"2542",2022-11-16,"Accipitridae (Incognita)","Germany","H5N1 HPAI","fao",1,c(4127933.20420689, 3380789.46426269),4127933.20420689,3380789.46426269
"2543",2022-11-16,"Mute Swan:cygnus Olor(Anatidae)","Romania","H5N1 HPAI","fao",1,c(5554037.25542115, 2783793.87092075),5554037.25542115,2783793.87092075
"2544",2022-11-16,"Whooper Swan:cygnus Cygnus(Anatidae)","Romania","H5N1 HPAI","fao",1,c(5493244.34099402, 2431927.79944685),5493244.34099402,2431927.79944685
"2546",2022-11-15,"Grey Heron:ardea Cinerea(Ardeidae)","Portugal","H5N1 HPAI","fao",1,c(2708280.39101348, 2052797.87119643),2708280.39101348,2052797.87119643
"2549",2022-11-15,"Greylag Goose:anser Anser(Anatidae)","France","H5N1 HPAI","fao",1,c(3617406.38180274, 2990773.72192763),3617406.38180274,2990773.72192763
"2551",2022-11-15,"Accipitridae (Incognita)","Germany","H5N1 HPAI","fao",1,c(4263858.37301902, 3426223.19121589),4263858.37301902,3426223.19121589
"2553",2022-11-14,"Mute Swan:cygnus Olor(Anatidae)","Romania","H5N1 HPAI","fao",1,c(5554131.22979123, 2783826.46572319),5554131.22979123,2783826.46572319
"2554",2022-11-14,"Grey Heron:ardea Cinerea(Ardeidae)","Switzerland","H5N1 HPAI","fao",1,c(4225860.17919903, 2715187.74269051),4225860.17919903,2715187.74269051
"2555",2022-11-14,"Black Headed Gull (Chroicocephalus Ridibundus)","Belgium","H5N1 HPAI","fao",1,c(3912930.24584643, 3062509.19714564),3912930.24584643,3062509.19714564
"2556",2022-11-14,"Mallard:anas Platyrhynchos(Anatidae)","Belgium","H5N1 HPAI","fao",1,c(3829104.92283746, 3148326.4455446),3829104.92283746,3148326.4455446
"2557",2022-11-14,"Mute Swan:cygnus Olor(Anatidae)","France","H5N1 HPAI","fao",1,c(3896098.47852999, 2285046.0445697),3896098.47852999,2285046.0445697
"2558",2022-11-14,"Mute Swan:cygnus Olor(Anatidae)","France","H5N1 HPAI","fao",1,c(3447840.32136382, 2749758.50168238),3447840.32136382,2749758.50168238
"2559",2022-11-14,"Mallard:anas Platyrhynchos(Anatidae)","Denmark","H5N1 HPAI","fao",1,c(4283484.50654743, 3750230.57787606),4283484.50654743,3750230.57787606
"2566",2022-11-12,"Unspecified Bird","Italy","H5N1 HPAI","fao",1,c(4498214.93555978, 2502342.2897576),4498214.93555978,2502342.2897576
"2567",2022-11-12,"Mute Swan:cygnus Olor(Anatidae)","Slovenia","H5N1 HPAI","fao",1,c(4766442.29247499, 2623357.19283573),4766442.29247499,2623357.19283573
"2568",2022-11-12,"Buzzard","Belgium","H5N1 HPAI","fao",1,c(3897740.70875374, 3135548.42659387),3897740.70875374,3135548.42659387
"2571",2022-11-11,"Peregrin Falcon:falco Peregrinus(Falconidae)","Belgium","H5N1 HPAI","fao",1,c(3823113.25773669, 3132019.67859328),3823113.25773669,3132019.67859328
"2572",2022-11-11,"Grey Heron:ardea Cinerea(Ardeidae)","Belgium","H5N1 HPAI","fao",1,c(3881094.70563561, 3121651.23782943),3881094.70563561,3121651.23782943
"2573",2022-11-11,"Eurasian Wigeon:anas Penelope(Anatidae)","Denmark","H5N1 HPAI","fao",1,c(4236129.67292021, 3588826.8851313),4236129.67292021,3588826.8851313
"2577",2022-11-10,"Ardeidae (Unspecified)","Germany","H5N1 HPAI","fao",1,c(4182933.85166979, 3340374.1488386),4182933.85166979,3340374.1488386
"2578",2022-11-10,"Mute Swan:cygnus Olor(Anatidae)","Italy","H5N1 HPAI","fao",1,c(4490039.02556823, 2506077.55904411),4490039.02556823,2506077.55904411
"2579",2022-11-10,"Buzzard","Belgium","H5N1 HPAI","fao",1,c(3875776.53450387, 3109246.56594137),3875776.53450387,3109246.56594137
"2580",2022-11-10,"Mute Swan:cygnus Olor(Anatidae)","Belgium","H5N1 HPAI","fao",1,c(4010010.11282452, 3089030.43785243),4010010.11282452,3089030.43785243
"2582",2022-11-10,"Anatidae (Incognita)","Germany","H5N1 HPAI","fao",1,c(4139148.80807704, 3361418.56022546),4139148.80807704,3361418.56022546
"2583",2022-11-09,"Buzzard","Italy","H5N1 HPAI","fao",1,c(4412264.19270047, 2392651.8233805),4412264.19270047,2392651.8233805
"2588",2022-11-08,"Great Black-Backed Gull (Larus Marinus)","Belgium","H5N1 HPAI","fao",1,c(3826191.28036013, 3148128.98734111),3826191.28036013,3148128.98734111
"2590",2022-11-07,"Mute Swan:cygnus Olor(Anatidae)","Italy","H5N1 HPAI","fao",1,c(4464147.70752928, 2507093.43349484),4464147.70752928,2507093.43349484
"2591",2022-11-07,"Greater Flamingo (Phoenicopterus Roseus)","France","H5N1 HPAI","fao",1,c(3863290.44366482, 2295115.85021887),3863290.44366482,2295115.85021887
"2592",2022-11-07,"Crane","France","H5N1 HPAI","fao",1,c(3791413.31220279, 2697889.89817092),3791413.31220279,2697889.89817092
"2595",2022-11-06,"Phasianus Colchicus (Common Pheasant) - Phasanidae","Belgium","H5N1 HPAI","fao",1,c(3901961.39454145, 3105935.02066613),3901961.39454145,3105935.02066613
"2599",2022-11-04,"Accipitridae (Incognita)","Germany","H5N1 HPAI","fao",1,c(4122465.61602437, 3400840.22335782),4122465.61602437,3400840.22335782
"2601",2022-11-04,"Little Grebe:tachybaptus Ruficollis(Podicipedidae)","France","H5N1 HPAI","fao",1,c(3294487.76996733, 2933304.76561837),3294487.76996733,2933304.76561837
"2605",2022-11-03,"Northern Pintail (Anas Acuta)","Italy","H5N1 HPAI","fao",1,c(4445794.06237574, 2398714.00564737),4445794.06237574,2398714.00564737
"2606",2022-11-03,"Canada Goose:branta Canadensis(Anatidae)","Belgium","H5N1 HPAI","fao",1,c(3993072.81284771, 3099934.92765546),3993072.81284771,3099934.92765546
"2608",2022-11-03,"Anatidae (Incognita)","Germany","H5N1 HPAI","fao",1,c(4252933.18519269, 3397429.82663328),4252933.18519269,3397429.82663328
"2609",2022-11-02,"Laridae (Unidentified):Laridae (Incognita)(Laridae)","Germany","H5N1 HPAI","fao",1,c(4315706.58212885, 3391162.33716167),4315706.58212885,3391162.33716167
"2610",2022-11-02,"Northern Gannet:morus Bassanus(Sulidae)","Spain","H5N1 HPAI","fao",1,c(3097729.28658691, 2385653.3545515),3097729.28658691,2385653.3545515
"2612",2022-11-01,"Mute Swan:cygnus Olor(Anatidae)","Serbia","H5N1 HPAI","fao",1,c(5093314.51146465, 2512146.42691989),5093314.51146465,2512146.42691989
"2613",2022-11-01,"Mute Swan:cygnus Olor(Anatidae)","Serbia","H5N1 HPAI","fao",1,c(5166202.01036214, 2464736.44757356),5166202.01036214,2464736.44757356
"2615",2022-11-01,"Canada Goose:branta Canadensis(Anatidae)","Norway","H5N1 HPAI","fao",1,c(4074022.98755449, 3976807.04903546),4074022.98755449,3976807.04903546
"2616",2022-11-01,"Goshawk","Norway","H5N1 HPAI","fao",1,c(4066718.84708854, 3975336.73604575),4066718.84708854,3975336.73604575
"2618",2022-10-31,"White Tailed Eagle (Haliaeetus Albicilla)","Norway","H5N1 HPAI","fao",1,c(4413873.82268924, 4727862.74885612),4413873.82268924,4727862.74885612
"2619",2022-10-30,"Mallard:anas Platyrhynchos(Anatidae)","Italy","H5N1 HPAI","fao",1,c(4431643.37803423, 2443008.71284074),4431643.37803423,2443008.71284074
