"","observation.date","Species","Country","Serotype","source","flu","geometry","X","Y"
"78161",2023-01-30,"Buteo buteo","United Kingdom","H5N1","woah",1,c(3493001.62038807, 3722110.41746771),3493001.62038807,3722110.41746771
"78171",2023-01-26,"Buteo buteo","United Kingdom","H5N1","woah",1,c(3403818.77249421, 3374443.97566788),3403818.77249421,3374443.97566788
"78181",2023-01-28,"Strix aluco","United Kingdom","H5N1","woah",1,c(3494823.03751223, 3386255.15825147),3494823.03751223,3386255.15825147
"78191",2023-01-27,"Buteo buteo","United Kingdom","H5N1","woah",1,c(3550708.34539329, 3132832.59148916),3550708.34539329,3132832.59148916
"78201",2023-01-30,"Accipiter nisus","United Kingdom","H5N1","woah",1,c(3626806.2292634, 3453234.83840256),3626806.2292634,3453234.83840256
"78211",2023-01-30,"Branta canadensis","United Kingdom","H5N1","woah",1,c(3522845.70953626, 3447093.58886956),3522845.70953626,3447093.58886956
"78221",2023-01-28,"Accipiter nisus","United Kingdom","H5N1","woah",1,c(3555309.45688845, 3602224.68769929),3555309.45688845,3602224.68769929
"78231",2023-01-28,"Buteo buteo","United Kingdom","H5N1","woah",1,c(3551235.99571673, 3215501.06243281),3551235.99571673,3215501.06243281
"78241",2023-01-26,"Buteo buteo","United Kingdom","H5N1","woah",1,c(3463328.40291528, 3739169.32960507),3463328.40291528,3739169.32960507
"78251",2023-02-06,"Gallus gallus","Belgium","H5N1","woah",1,c(3941760.43827384, 3020094.98396387),3941760.43827384,3020094.98396387
"78261",2023-02-01,"Chroicocephalus ridibundus","Belgium","H5N1","woah",1,c(3956244.23593449, 3042011.86409672),3956244.23593449,3042011.86409672
"78271",2023-01-22,"Chroicocephalus ridibundus","Belgium","H5N1","woah",1,c(3955198.4282915, 3051358.50167932),3955198.4282915,3051358.50167932
"78281",2023-02-01,"Chroicocephalus ridibundus","Belgium","H5N1","woah",1,c(3926167.05162768, 3047237.24393756),3926167.05162768,3047237.24393756
"78291",2023-01-17,"Chroicocephalus ridibundus","Belgium","H5N1","woah",1,c(3958341.12562352, 3052116.86424852),3958341.12562352,3052116.86424852
"78301",2023-02-01,"Falco peregrinus","Belgium","H5N1","woah",1,c(3957309.88260032, 3053691.60348388),3957309.88260032,3053691.60348388
"78311",2023-01-30,"Falco peregrinus","Belgium","H5N1","woah",1,c(3948484.61061485, 3054625.80763628),3948484.61061485,3054625.80763628
"78321",2023-02-01,"Chroicocephalus ridibundus","Belgium","H5N1","woah",1,c(3931317.83732593, 3063060.24127723),3931317.83732593,3063060.24127723
"78331",2023-02-01,"Chroicocephalus ridibundus","Belgium","H5N1","woah",1,c(3915807.41409968, 3066487.93690013),3915807.41409968,3066487.93690013
"78341",2023-01-31,"Chroicocephalus ridibundus","Belgium","H5N1","woah",1,c(3926223.12970035, 3051958.24237947),3926223.12970035,3051958.24237947
"78351",2023-01-27,"Chroicocephalus ridibundus","Belgium","H5N1","woah",1,c(3939355.24704558, 3081611.83258727),3939355.24704558,3081611.83258727
"78361",2023-01-30,"Chroicocephalus ridibundus","Belgium","H5N1","woah",1,c(3914973.17487211, 3061977.4310511),3914973.17487211,3061977.4310511
"78371",2023-01-31,"Chroicocephalus ridibundus","Belgium","H5N1","woah",1,c(3934640.18573483, 3082898.46173586),3934640.18573483,3082898.46173586
"78381",2023-02-02,"Chroicocephalus ridibundus","Belgium","H5N1","woah",1,c(3932114.69286775, 3116175.36988799),3932114.69286775,3116175.36988799
"78391",2023-01-29,"Chroicocephalus ridibundus","Belgium","H5N1","woah",1,c(3858841.22948605, 3107584.9065726),3858841.22948605,3107584.9065726
"78401",2023-01-27,"Falco peregrinus","Belgium","H5N1","woah",1,c(3932619.64456411, 3108108.31249037),3932619.64456411,3108108.31249037
"78411",2023-01-31,"Chroicocephalus ridibundus","Belgium","H5N1","woah",1,c(4011685.14774421, 3126390.73672534),4011685.14774421,3126390.73672534
"78421",2023-02-01,"Chroicocephalus ridibundus","Belgium","H5N1","woah",1,c(4007214.09743447, 3106160.90541491),4007214.09743447,3106160.90541491
"78431",2023-01-31,"Falco peregrinus","Belgium","H5N1","woah",1,c(3926671.50392746, 3142617.02196009),3926671.50392746,3142617.02196009
"78441",2023-01-31,"Chroicocephalus ridibundus","Belgium","H5N1","woah",1,c(3951881.0909367, 3100152.84583982),3951881.0909367,3100152.84583982
"78451",2023-01-31,"Chroicocephalus ridibundus","Belgium","H5N1","woah",1,c(3964848.76268593, 3130670.19122748),3964848.76268593,3130670.19122748
"78461",2023-02-03,"Chroicocephalus ridibundus","Belgium","H5N1","woah",1,c(3941412.33070918, 3127592.15670137),3941412.33070918,3127592.15670137
"78471",2023-02-01,"Chroicocephalus ridibundus","Belgium","H5N1","woah",1,c(3888768.54493209, 3115792.75325532),3888768.54493209,3115792.75325532
"78481",2023-02-13,"Larus cachinnans","Switzerland","H5N1","woah",1,c(4178713.94069738, 2673181.68934343),4178713.94069738,2673181.68934343
"78491",2023-01-31,"Chroicocephalus ridibundus","Switzerland","H5N1","woah",1,c(4139718.33488755, 2722326.52457428),4139718.33488755,2722326.52457428
"78501",2023-01-19,"Cygnus olor","Hungary","H5N1","woah",1,c(4842002.95845121, 2755311.81341157),4842002.95845121,2755311.81341157
"78511",2023-01-17,"Calidris maritima","Sweden","H5N1","woah",1,c(4731480.40461572, 3972679.77710205),4731480.40461572,3972679.77710205
"78521",2023-01-31,"Ciconia ciconia","Sweden","H5N1","woah",1,c(4544964.82866597, 3619835.77491853),4544964.82866597,3619835.77491853
"78551",2023-02-05,"Cygnus olor","Austria","H5N1","woah",1,c(4715068.98632081, 2804888.38936275),4715068.98632081,2804888.38936275
"78561",2023-02-07,"Cygnus olor","Austria","H5N1","woah",1,c(4695721.31764654, 2792385.31904539),4695721.31764654,2792385.31904539
"78571",2023-02-06,"Chroicocephalus ridibundus","Austria","H5N1","woah",1,c(4801024.48963075, 2805063.36499798),4801024.48963075,2805063.36499798
"78581",2023-02-06,"Fringilla coelebs","Austria","H5N1","woah",1,c(4636935.28196649, 2808729.57268558),4636935.28196649,2808729.57268558
"78591",2023-02-02,"Chroicocephalus ridibundus","Austria","H5N1","woah",1,c(4801024.48963075, 2805063.36499798),4801024.48963075,2805063.36499798
"78601",2023-02-04,"Cygnus olor","Austria","H5N1","woah",1,c(4675541.4613398, 2797728.33756884),4675541.4613398,2797728.33756884
"78611",2023-01-30,"Cygnus olor","Austria","H5N1","woah",1,c(4720052.70398734, 2800790.48645329),4720052.70398734,2800790.48645329
"78621",2023-01-29,"Cygnus olor","Austria","H5N1","woah",1,c(4738645.05650342, 2841210.33439287),4738645.05650342,2841210.33439287
"78631",2023-01-30,"Anser anser","Austria","H5N1","woah",1,c(4549183.62281789, 2746899.69438038),4549183.62281789,2746899.69438038
"78641",2023-01-30,"Anas platyrhynchos","Austria","H5N1","woah",1,c(4484904.73557945, 2723140.25246147),4484904.73557945,2723140.25246147
"78651",2023-01-30,"Chroicocephalus ridibundus","Austria","H5N1","woah",1,c(4799692.57257707, 2806047.15564922),4799692.57257707,2806047.15564922
"78661",2023-02-10,"Accipitridae (incognita)","Germany","H5N1","woah",1,c(4624139.24149561, 3176819.51939512),4624139.24149561,3176819.51939512
"78671",2023-01-23,"Cygnus (incognita)","Germany","H5N1","woah",1,c(4510631.02456946, 3316052.30471009),4510631.02456946,3316052.30471009
"78681",2023-01-23,"Cygnus (incognita)","Germany","H5N1","woah",1,c(4458206.05504401, 3337677.78779241),4458206.05504401,3337677.78779241
"78691",2023-01-16,"Anatidae (incognita)","Germany","H5N1","woah",1,c(4527214.99165457, 3257688.01601687),4527214.99165457,3257688.01601687
"78701",2023-01-19,"Accipitridae (incognita)","Germany","H5N1","woah",1,c(4641117.0130626, 3193481.72951859),4641117.0130626,3193481.72951859
"78711",2023-02-02,"Cygnus (incognita)","Germany","H5N1","woah",1,c(4156764.44049577, 2767602.14922836),4156764.44049577,2767602.14922836
"78721",2023-02-07,"Laridae (incognita)","Germany","H5N1","woah",1,c(4266564.90662578, 2848792.79416741),4266564.90662578,2848792.79416741
"78731",2023-01-26,"Anatidae (incognita)","Germany","H5N1","woah",1,c(4331999.09798939, 2866206.88282639),4331999.09798939,2866206.88282639
"78741",2023-02-01,"Accipitridae (incognita)","Germany","H5N1","woah",1,c(4245266.36420433, 2835262.54223742),4245266.36420433,2835262.54223742
"78751",2023-02-01,"Laridae (incognita)","Germany","H5N1","woah",1,c(4139650.13801441, 2722551.09930541),4139650.13801441,2722551.09930541
"78761",2023-02-01,"Cygnus (incognita)","Germany","H5N1","woah",1,c(4213393.16179642, 2876274.78453983),4213393.16179642,2876274.78453983
"78771",2023-01-19,"Anatidae (incognita)","Germany","H5N1","woah",1,c(4248234.26481652, 2853454.98053164),4248234.26481652,2853454.98053164
"78781",2023-01-13,"Ciconiidae (incognita)","Germany","H5N1","woah",1,c(4252836.59897311, 2808927.2337266),4252836.59897311,2808927.2337266
"78791",2023-01-03,"Cygnus (incognita)","Germany","H5N1","woah",1,c(4258210.3344555, 2825537.23963683),4258210.3344555,2825537.23963683
"78801",2023-01-02,"Ardeidae (incognita)","Germany","H5N1","woah",1,c(4254503.77208392, 2824469.5441765),4254503.77208392,2824469.5441765
"78811",2023-01-02,"Cygnus (incognita)","Germany","H5N1","woah",1,c(4254503.77208392, 2824469.5441765),4254503.77208392,2824469.5441765
"78831",2023-01-30,"Chroicocephalus ridibundus","Italy","H5N1","woah",1,c(4402682.62302785, 2474787.29297014),4402682.62302785,2474787.29297014
"78841",2023-01-24,"Chroicocephalus ridibundus","Italy","H5N1","woah",1,c(4401654.61615209, 2477091.52589676),4401654.61615209,2477091.52589676
"78851",2023-02-01,"Chroicocephalus ridibundus","Italy","H5N1","woah",1,c(4409285.77269106, 2486139.7416712),4409285.77269106,2486139.7416712
"78861",2023-01-31,"Chroicocephalus ridibundus","Italy","H5N1","woah",1,c(4384706.42656337, 2487510.81016301),4384706.42656337,2487510.81016301
"78871",2023-02-03,"Chroicocephalus ridibundus","Italy","H5N1","woah",1,c(4398833.47748128, 2478556.75616524),4398833.47748128,2478556.75616524
"78881",2023-01-31,"Chroicocephalus ridibundus","Italy","H5N1","woah",1,c(4398735.66551787, 2481942.6446519),4398735.66551787,2481942.6446519
"78891",2023-01-25,"Chroicocephalus ridibundus","Italy","H5N1","woah",1,c(4399222.92085824, 2480565.73982147),4399222.92085824,2480565.73982147
"78901",2023-01-24,"Chroicocephalus ridibundus","Italy","H5N1","woah",1,c(4394670.94986357, 2486041.7739689),4394670.94986357,2486041.7739689
"78911",2023-01-14,"Chroicocephalus ridibundus","Italy","H5N1","woah",1,c(4399346.51303439, 2480841.52376744),4399346.51303439,2480841.52376744
"78921",2022-12-30,"Chroicocephalus ridibundus","Italy","H5N1","woah",1,c(4398670.09572003, 2480735.82763758),4398670.09572003,2480735.82763758
"78931",2023-01-29,"Chroicocephalus ridibundus","Italy","H5N1","woah",1,c(4369328.02208276, 2502998.20235781),4369328.02208276,2502998.20235781
"78941",2023-02-08,"Buteo buteo","Italy","H5N1","woah",1,c(4388174.06849885, 2393111.64017652),4388174.06849885,2393111.64017652
"78951",2023-02-08,"Chroicocephalus ridibundus","Italy","H5N1","woah",1,c(4391073.66523816, 2412424.28611135),4391073.66523816,2412424.28611135
"78961",2023-02-02,"Cygnus olor","Italy","H5N1","woah",1,c(4562986.32756913, 2510304.28315105),4562986.32756913,2510304.28315105
"78971",2023-01-30,"Cygnus olor","Italy","H5N1","woah",1,c(4563193.91781197, 2509926.3138349),4563193.91781197,2509926.3138349
"78981",2023-02-09,"Chroicocephalus ridibundus","Italy","H5N1","woah",1,c(4447792.35988832, 2424469.71074883),4447792.35988832,2424469.71074883
"79011",2023-02-05,"Chroicocephalus ridibundus","Belgium","H5N1","woah",1,c(4028232.37356072, 3118020.5638824),4028232.37356072,3118020.5638824
"79021",2023-02-03,"Chroicocephalus ridibundus","Belgium","H5N1","woah",1,c(3917354.33461369, 3091558.08670182),3917354.33461369,3091558.08670182
"79031",2023-02-06,"Chroicocephalus ridibundus","Belgium","H5N1","woah",1,c(3932060.48151175, 3096428.26966067),3932060.48151175,3096428.26966067
"79041",2023-02-05,"Chroicocephalus ridibundus","Belgium","H5N1","woah",1,c(3911067.31290198, 3119559.05637916),3911067.31290198,3119559.05637916
"79051",2023-02-06,"Chroicocephalus ridibundus","Belgium","H5N1","woah",1,c(3917409.4271819, 3091533.88996655),3917409.4271819,3091533.88996655
"79061",2023-02-06,"Branta canadensis","Belgium","H5N1","woah",1,c(3917409.4271819, 3091533.88996655),3917409.4271819,3091533.88996655
"79071",2023-02-04,"Chroicocephalus ridibundus","Belgium","H5N1","woah",1,c(3961421.98787474, 3086603.61101049),3961421.98787474,3086603.61101049
"79081",2023-02-05,"Chroicocephalus ridibundus","Belgium","H5N1","woah",1,c(3928449.96847536, 3142979.67926208),3928449.96847536,3142979.67926208
"79091",2023-02-04,"Chroicocephalus ridibundus","Belgium","H5N1","woah",1,c(3944460.40752785, 3136809.14430444),3944460.40752785,3136809.14430444
"79101",2023-02-04,"Chroicocephalus ridibundus","Belgium","H5N1","woah",1,c(3947237.66435841, 3119606.30348814),3947237.66435841,3119606.30348814
"79111",2023-02-03,"Chroicocephalus ridibundus","Belgium","H5N1","woah",1,c(3851976.03270343, 3100094.00591459),3851976.03270343,3100094.00591459
"79121",2023-02-02,"Chroicocephalus ridibundus","Belgium","H5N1","woah",1,c(3859281.78932756, 3106445.86696041),3859281.78932756,3106445.86696041
"79131",2023-02-10,"Larus cachinnans","Switzerland","H5N1","woah",1,c(4140512.72194986, 2718854.28235255),4140512.72194986,2718854.28235255
"79141",2023-02-13,"Buteo buteo","Switzerland","H5N1","woah",1,c(4210284.58836037, 2692694.45461539),4210284.58836037,2692694.45461539
"79151",2023-02-13,"Chroicocephalus ridibundus","Switzerland","H5N1","woah",1,c(4220920.80576141, 2695383.34474164),4220920.80576141,2695383.34474164
"79161",2023-02-13,"Chroicocephalus ridibundus","Switzerland","H5N1","woah",1,c(4211599.47374128, 2694224.29792318),4211599.47374128,2694224.29792318
"79171",2023-02-13,"Chroicocephalus ridibundus","Switzerland","H5N1","woah",1,c(4210348.42948471, 2696026.82199764),4210348.42948471,2696026.82199764
"79181",2023-02-13,"Chroicocephalus ridibundus","Switzerland","H5N1","woah",1,c(4213868.81842565, 2690180.16147008),4213868.81842565,2690180.16147008
"79191",2023-02-13,"Chroicocephalus ridibundus","Switzerland","H5N1","woah",1,c(4210801.85232117, 2696017.87698427),4210801.85232117,2696017.87698427
"79201",2023-02-13,"Chroicocephalus ridibundus","Switzerland","H5N1","woah",1,c(4211208.8407698, 2693565.22148184),4211208.8407698,2693565.22148184
"79211",2023-02-10,"Chroicocephalus ridibundus","Switzerland","H5N1","woah",1,c(4210568.76879288, 2695689.10567068),4210568.76879288,2695689.10567068
"79221",2023-02-09,"Chroicocephalus ridibundus","Switzerland","H5N1","woah",1,c(4211087.22454105, 2695123.2959181),4211087.22454105,2695123.2959181
"79231",2023-02-10,"Chroicocephalus ridibundus","Switzerland","H5N1","woah",1,c(4211672.96596451, 2694111.74226133),4211672.96596451,2694111.74226133
"79241",2023-02-10,"Larus michahellis","Switzerland","H5N1","woah",1,c(4271622.68335155, 2719261.4469385),4271622.68335155,2719261.4469385
"79251",2023-02-06,"Chroicocephalus ridibundus","Switzerland","H5N1","woah",1,c(4139450.27767532, 2721946.14124783),4139450.27767532,2721946.14124783
"79261",2023-02-06,"Chroicocephalus ridibundus","Switzerland","H5N1","woah",1,c(4139103.77480628, 2719567.16061107),4139103.77480628,2719567.16061107
"79271",2023-02-07,"Chroicocephalus ridibundus","Switzerland","H5N1","woah",1,c(4209266.48797604, 2698715.26703886),4209266.48797604,2698715.26703886
"79281",2023-02-03,"Chroicocephalus ridibundus","Switzerland","H5N1","woah",1,c(4140540.65955825, 2719742.77329966),4140540.65955825,2719742.77329966
"79311",2023-02-08,"Cygnus olor","Romania","H5N1","woah",1,c(5553907.192493, 2783136.25355804),5553907.192493,2783136.25355804
"79381",2023-02-06,"Chroicocephalus ridibundus","Belgium","H5N1","woah",1,c(3898301.05303836, 3116722.05695891),3898301.05303836,3116722.05695891
"79391",2023-02-10,"Chroicocephalus ridibundus","Belgium","H5N1","woah",1,c(3995674.0901277, 3102316.17911919),3995674.0901277,3102316.17911919
"79401",2023-02-08,"Anser anser","Belgium","H5N1","woah",1,c(3978112.01033519, 3104292.37170819),3978112.01033519,3104292.37170819
"79411",2023-02-07,"Chroicocephalus ridibundus","Belgium","H5N1","woah",1,c(3998977.06572927, 3125548.30624026),3998977.06572927,3125548.30624026
"79421",2023-02-07,"Chroicocephalus ridibundus","Belgium","H5N1","woah",1,c(4001280.33525734, 3103506.40285982),4001280.33525734,3103506.40285982
"79431",2023-02-07,"Chroicocephalus ridibundus","Belgium","H5N1","woah",1,c(3982381.31287934, 3090283.63142423),3982381.31287934,3090283.63142423
"79441",2023-01-29,"Chroicocephalus ridibundus","Belgium","H5N1","woah",1,c(3858826.58046497, 3107526.99346216),3858826.58046497,3107526.99346216
"79451",2023-02-06,"Chroicocephalus ridibundus","Belgium","H5N1","woah",1,c(3874667.1351776, 3129718.73931037),3874667.1351776,3129718.73931037
"79461",2023-02-05,"Chroicocephalus ridibundus","Belgium","H5N1","woah",1,c(3881291.81036289, 3122930.90529351),3881291.81036289,3122930.90529351
"79471",2023-02-08,"Chroicocephalus ridibundus","Belgium","H5N1","woah",1,c(3883858.67744619, 3128766.99676192),3883858.67744619,3128766.99676192
"79481",2023-02-08,"Chroicocephalus ridibundus","Belgium","H5N1","woah",1,c(3937190.79077421, 3123096.26095808),3937190.79077421,3123096.26095808
"79491",2023-02-05,"Branta leucopsis","United Kingdom","H5N1","woah",1,c(3298046.03352362, 3834386.37765849),3298046.03352362,3834386.37765849
"79501",2023-02-07,"Falco peregrinus","United Kingdom","H5N1","woah",1,c(3497218.73306105, 3450365.38101605),3497218.73306105,3450365.38101605
"79511",2022-12-29,"Anser anser","United Kingdom","H5N1","woah",1,c(3558700.72783531, 3580170.08496809),3558700.72783531,3580170.08496809
"79521",2022-12-22,"Anser brachyrhynchus","United Kingdom","H5N1","woah",1,c(3577185.94628786, 3848541.06520826),3577185.94628786,3848541.06520826
"79531",2022-10-19,"Buteo buteo","United Kingdom","H5N1","woah",1,c(3564165.02897777, 3453847.4628178),3564165.02897777,3453847.4628178
"79551",2023-02-14,"Cygnus olor","Poland","H5N1","woah",1,c(4904526.08478956, 3267050.68621579),4904526.08478956,3267050.68621579
"79561",2023-02-14,"Cygnus olor","Poland","H5N1","woah",1,c(4862376.26549934, 3544432.00669522),4862376.26549934,3544432.00669522
"79571",2023-02-09,"Cygnus olor","Poland","H5N1","woah",1,c(4864755.73522753, 3542503.16357361),4864755.73522753,3542503.16357361
"79581",2023-02-13,"Phasianus colchicus","Poland","H5N1","woah",1,c(5069097.43695613, 3216583.83787656),5069097.43695613,3216583.83787656
"79591",2023-02-07,"Chroicocephalus ridibundus","Poland","H5N1","woah",1,c(4811992.51275298, 3137103.85495456),4811992.51275298,3137103.85495456
"79601",2023-02-02,"Cygnus olor","Poland","H5N1","woah",1,c(4877098.81963732, 3544400.64584717),4877098.81963732,3544400.64584717
"79611",2023-02-02,"Cygnus olor","Poland","H5N1","woah",1,c(4864301.38612346, 3542707.99074118),4864301.38612346,3542707.99074118
"79621",2023-02-02,"Cygnus olor","Poland","H5N1","woah",1,c(4869465.94865726, 3535634.89925352),4869465.94865726,3535634.89925352
"79641",2023-02-17,"Streptopelia decaocto","Hungary","H5N1","woah",1,c(5046488.22507537, 2745936.47173306),5046488.22507537,2745936.47173306
"79651",2023-02-13,"Cygnus olor","Hungary","H5N1","woah",1,c(4841876.91744447, 2755288.76253005),4841876.91744447,2755288.76253005
"79661",2023-02-05,"Buteo buteo","Belgium","H5N1","woah",1,c(3952353.05692409, 3101649.71365297),3952353.05692409,3101649.71365297
"79671",2023-02-12,"Numenius arquata","Belgium","H5N1","woah",1,c(3815297.30533742, 3138609.59595943),3815297.30533742,3138609.59595943
"79681",2023-02-08,"Falco peregrinus","Belgium","H5N1","woah",1,c(3848227.24705844, 3143376.78819864),3848227.24705844,3143376.78819864
"79691",2023-02-13,"Falco peregrinus","Belgium","H5N1","woah",1,c(3932420.41463665, 3070305.3869823),3932420.41463665,3070305.3869823
"79701",2023-02-12,"Strix aluco","Belgium","H5N1","woah",1,c(3892719.44362216, 3054009.2557189),3892719.44362216,3054009.2557189
"79711",2023-02-12,"Strix aluco","Belgium","H5N1","woah",1,c(3947021.38553375, 3077384.14872867),3947021.38553375,3077384.14872867
"79721",2023-02-08,"Chroicocephalus ridibundus","Belgium","H5N1","woah",1,c(3933867.4996579, 3122287.21149383),3933867.4996579,3122287.21149383
"79731",2023-02-15,"Cygnus olor","Austria","H5N1","woah",1,c(4697058.79096974, 2799163.17383102),4697058.79096974,2799163.17383102
"79741",2023-02-15,"Cygnus olor","Austria","H5N1","woah",1,c(4765612.29755501, 2818805.62111328),4765612.29755501,2818805.62111328
"79751",2023-02-15,"Cygnus olor","Austria","H5N1","woah",1,c(4791016.98799785, 2817587.84423452),4791016.98799785,2817587.84423452
"79761",2023-02-12,"Cygnus olor","Austria","H5N1","woah",1,c(4714351.22007751, 2804502.31741512),4714351.22007751,2804502.31741512
"79771",2023-02-09,"Cygnus olor","Austria","H5N1","woah",1,c(4795182.0118585, 2812367.11401807),4795182.0118585,2812367.11401807
"79781",2023-02-14,"Sterna hirundo","Switzerland","H5N1","woah",1,c(4210954.54267746, 2692125.65385239),4210954.54267746,2692125.65385239
"79791",2023-02-14,"Chroicocephalus ridibundus","Switzerland","H5N1","woah",1,c(4210722.0395773, 2695797.2056331),4210722.0395773,2695797.2056331
"79801",2023-02-14,"Chroicocephalus ridibundus","Switzerland","H5N1","woah",1,c(4211232.0569301, 2694787.09168765),4211232.0569301,2694787.09168765
"79811",2023-02-17,"Chroicocephalus ridibundus","Italy","H5N1","woah",1,c(4392644.06462661, 2408009.08605801),4392644.06462661,2408009.08605801
"79821",2023-02-17,"Streptopelia decaocto","Italy","H5N1","woah",1,c(4344020.00865336, 2407428.86818193),4344020.00865336,2407428.86818193
"79831",2023-02-17,"Chroicocephalus ridibundus","Italy","H5N1","woah",1,c(4345647.56234597, 2412948.39037013),4345647.56234597,2412948.39037013
"79841",2023-02-11,"Chroicocephalus ridibundus","Italy","H5N1","woah",1,c(4399682.45742084, 2481690.95557049),4399682.45742084,2481690.95557049
"79851",2023-02-17,"Chroicocephalus ridibundus","Italy","H5N1","woah",1,c(4266253.89144206, 2498867.37510694),4266253.89144206,2498867.37510694
"79861",2023-02-16,"Chroicocephalus ridibundus","Italy","H5N1","woah",1,c(4402347.57162368, 2429515.01237655),4402347.57162368,2429515.01237655
"79871",2023-02-14,"Chroicocephalus ridibundus","Italy","H5N1","woah",1,c(4400153.69645739, 2479730.80710893),4400153.69645739,2479730.80710893
"79881",2023-02-09,"Chroicocephalus ridibundus","Italy","H5N1","woah",1,c(4313618.50588526, 2442222.14571962),4313618.50588526,2442222.14571962
"79891",2023-02-14,"Chroicocephalus ridibundus","Italy","H5N1","woah",1,c(4316500.14125729, 2496485.88403413),4316500.14125729,2496485.88403413
"79901",2023-02-10,"Chroicocephalus ridibundus","Italy","H5N1","woah",1,c(4373452.72693547, 2482432.91127162),4373452.72693547,2482432.91127162
"79911",2023-02-12,"Chroicocephalus ridibundus","Italy","H5N1","woah",1,c(4399047.75891527, 2479692.84995627),4399047.75891527,2479692.84995627
"79921",2023-02-13,"Chroicocephalus ridibundus","Italy","H5N1","woah",1,c(4380809.96091296, 2449852.8072136),4380809.96091296,2449852.8072136
"79931",2023-02-14,"Cygnus cygnus","Ireland","H5N1","woah",1,c(3066067.85719599, 3399564.12574349),3066067.85719599,3399564.12574349
"79941",2023-02-09,"Anser anser","Ireland","H5N1","woah",1,c(3066061.28554298, 3399565.85740842),3066061.28554298,3399565.85740842
"79951",2023-02-09,"Cygnus cygnus","Ireland","H5N1","woah",1,c(3066061.28554298, 3399565.85740842),3066061.28554298,3399565.85740842
"79961",2023-02-10,"Chroicocephalus ridibundus","Ireland","H5N1","woah",1,c(3079993.32341027, 3445239.38847091),3079993.32341027,3445239.38847091
"79971",2023-02-07,"Cygnus cygnus","Ireland","H5N1","woah",1,c(3066067.85719599, 3399564.12574349),3066067.85719599,3399564.12574349
"79981",2023-01-13,"Buteo buteo","Ireland","H5N1","woah",1,c(3041605.69171134, 3347126.34596007),3041605.69171134,3347126.34596007
"79991",2023-01-25,"Accipiter gentilis","Sweden","H5N1","woah",1,c(4513615.24775982, 3604484.80187676),4513615.24775982,3604484.80187676
"80001",2023-01-22,"Falco peregrinus","Sweden","H5N1","woah",1,c(4459015.85961022, 3776990.42998916),4459015.85961022,3776990.42998916
"80011",2023-02-18,"Cygnus cygnus","Sweden","H5N1","woah",1,c(4538668.26944557, 3630127.52846013),4538668.26944557,3630127.52846013
"80021",2023-02-11,"Falco peregrinus","Sweden","H5N1","woah",1,c(4509752.83250493, 3615719.94299237),4509752.83250493,3615719.94299237
"80031",2023-02-14,"Accipitridae (incognita)","Germany","H5N1","woah",1,c(4116118.45894692, 2919155.32012222),4116118.45894692,2919155.32012222
"80041",2023-02-08,"Laridae (incognita)","Germany","H5N1","woah",1,c(4081458.38675975, 2908352.59399089),4081458.38675975,2908352.59399089
"80051",2023-02-07,"Cygnus (incognita)","Germany","H5N1","woah",1,c(4205381.31444321, 3045521.29796301),4205381.31444321,3045521.29796301
"80451",2023-02-10,"Buteo buteo","Denmark","H5N1","woah",1,c(4315485.94320502, 3578638.90292545),4315485.94320502,3578638.90292545
"80461",2023-02-08,"Branta leucopsis","Denmark","H5N1","woah",1,c(4324356.3309188, 3532901.55988542),4324356.3309188,3532901.55988542
"80471",2023-02-07,"Falco tinnunculus","Denmark","H5N1","woah",1,c(4444846.65599628, 3624227.10082841),4444846.65599628,3624227.10082841
"80481",2023-02-06,"Cygnus cygnus","Denmark","H5N1","woah",1,c(4335478.64202777, 3609448.17339316),4335478.64202777,3609448.17339316
"80491",2023-02-04,"Branta leucopsis","Denmark","H5N1","woah",1,c(4433182.16836304, 3567487.16913332),4433182.16836304,3567487.16913332
"80501",2023-02-05,"Buteo buteo","Denmark","H5N1","woah",1,c(4372598.28339218, 3567007.75074758),4372598.28339218,3567007.75074758
"80511",2023-02-04,"Anser brachyrhynchus","Denmark","H5N1","woah",1,c(4343274.61303796, 3771652.68186811),4343274.61303796,3771652.68186811
"80521",2023-02-02,"Branta leucopsis","Denmark","H5N1","woah",1,c(4241582.14060564, 3557977.78555747),4241582.14060564,3557977.78555747
"80531",2023-02-02,"Buteo buteo","Denmark","H5N1","woah",1,c(4469880.42601777, 3652348.67280245),4469880.42601777,3652348.67280245
"80541",2022-10-15,"Corvus corax","Denmark","H5N1","woah",1,c(4346196.58196639, 3559030.83460658),4346196.58196639,3559030.83460658
"80551",2023-01-29,"Branta leucopsis","Denmark","H5N1","woah",1,c(4316840.67433133, 3774378.73157754),4316840.67433133,3774378.73157754
"80561",2023-02-01,"Buteo buteo","Denmark","H5N1","woah",1,c(4464793.69462644, 3636774.40375958),4464793.69462644,3636774.40375958
"80571",2023-01-27,"Branta leucopsis","Denmark","H5N1","woah",1,c(4337353.51881564, 3553649.528423),4337353.51881564,3553649.528423
"80581",2023-01-26,"Buteo buteo","Denmark","H5N1","woah",1,c(4313054.74691829, 3810891.96811727),4313054.74691829,3810891.96811727
"80591",2023-01-29,"Branta leucopsis","Denmark","H5N1","woah",1,c(4447713.7524771, 3622113.44381886),4447713.7524771,3622113.44381886
"80601",2023-01-26,"Buteo buteo","Denmark","H5N1","woah",1,c(4442138.70231466, 3521726.97946492),4442138.70231466,3521726.97946492
